trade_num,asset,direction,ob_zone,decision_time_ist,entry_time_ist,exit_time_ist,entry_price,sl_price,tp_price,sl_dist_pct,leverage,actual_sl_risk_pct,tp_ret_pct,outcome,realized_r,loss_mechanism,starting_capital_gross,gross_pnl_usd,ending_capital_gross,starting_capital_net,fees_usd,net_pnl_usd,ending_capital_net
975,ETHUSD,SHORT,"[3812.60, 3854.25]",2025-10-12 11:30 IST,2025-10-12 11:30 IST,2025-10-12 15:30 IST,3823.0125,3854.25,3800.0744,0.8171,42.83,35.0,25.7,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,9.363049052839802e+28,-3.2770671684939304e+28,6.085981884345871e+28,141193016373.6002,4838388047.1393,-54255943777.8993,86937072595.7009
976,SOLUSD,SHORT,"[182.33, 184.89]",2025-10-12 11:30 IST,2025-10-12 17:30 IST,2025-10-12 17:30 IST,182.9675,184.889,181.8697,1.0502,33.33,35.0,20.0,FILLED_TP,0.5713,N/A,6.085981884345871e+28,1.216980208113714e+28,7.302962092459585e+28,86937072595.7009,2317910212.0443,15066416378.2878,102003488973.9886
977,BTCUSD,SHORT,"[114981.50, 115512.00]",2025-10-13 18:30 IST,2025-10-13 18:30 IST,2025-10-13 18:30 IST,115114.125,115512.0,114423.4402,0.3456,100.0,34.56,60.0,FILLED_TP,1.7359,N/A,7.302962092459585e+28,4.381777255475751e+28,1.1684739347935336e+29,102003488973.9886,8160279117.9191,53041814266.4741,155045303240.4627
978,ETHUSD,SHORT,"[4158.00, 4197.45]",2025-10-13 18:30 IST,2025-10-13 18:30 IST,2025-10-13 18:30 IST,4167.8625,4197.45,4142.8553,0.7099,49.3,35.0,29.58,FILLED_TP,0.8452,N/A,1.1684739347935336e+29,3.4565547138529095e+28,1.5141294061788245e+29,155045303240.4627,6115356196.0144,39749815274.0938,194795118514.5566
979,BTCUSD,LONG,"[113929.00, 114695.00]",2025-10-14 06:30 IST,2025-10-14 06:30 IST,2025-10-14 07:30 IST,114503.5,113929.0,115190.521,0.5017,69.76,35.0,41.86,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.5141294061788245e+29,-5.2994529216258855e+28,9.841841140162359e+28,194795118514.5566,10870883200.6838,-79049174680.7786,115745943833.778
980,XRPUSD,LONG,"[2.54, 2.60]",2025-10-14 06:30 IST,2025-10-14 06:30 IST,2025-10-14 06:30 IST,2.5856,2.5352,2.6011,1.9493,17.96,35.0,10.77,FILLED_TP,0.3078,N/A,9.841841140162359e+28,1.0602943521668293e+28,1.0902135492329189e+29,115745943833.778,1662626179.8701,10807070169.1556,126553014002.9337
981,ETHUSD,LONG,"[4055.00, 4133.10]",2025-10-14 09:30 IST,2025-10-14 09:30 IST,2025-10-14 09:30 IST,4113.575,4055.0,4138.2565,1.4239,24.58,35.0,14.75,FILLED_TP,0.4214,N/A,1.0902135492329189e+29,1.607822095032023e+28,1.2509957587361211e+29,126553014002.9337,2488500009.929,16175250064.5385,142728264067.4722
982,XRPUSD,LONG,"[2.51, 2.53]",2025-10-14 09:30 IST,2025-10-14 09:30 IST,2025-10-14 09:30 IST,2.5276,2.5076,2.5428,0.7922,44.18,35.0,26.51,FILLED_TP,0.7573,N/A,1.2509957587361211e+29,3.3160055554648335e+28,1.5825963142826045e+29,142728264067.4722,5044383918.5914,32788495470.844,175516759538.3162
983,SOLUSD,LONG,"[190.04, 195.46]",2025-10-14 11:30 IST,2025-10-14 11:30 IST,2025-10-14 11:30 IST,194.105,190.04,195.2696,2.0942,16.71,35.0,10.03,FILLED_TP,0.2865,N/A,1.5825963142826045e+29,1.586958673864768e+28,1.7412921816690814e+29,175516759538.3162,2346674187.1714,15253382216.614,190770141754.9303
984,BTCUSD,LONG,"[111087.50, 111865.50]",2025-10-14 12:30 IST,2025-10-14 12:30 IST,2025-10-14 14:30 IST,111671.0,111087.5,112341.026,0.5225,66.98,35.0,40.19,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.7412921816690814e+29,-6.094522635841785e+28,1.131839918084903e+29,190770141754.9303,10222755612.6412,-76992305226.8668,113777836528.0635
985,ETHUSD,LONG,"[4060.00, 4122.00]",2025-10-15 15:30 IST,2025-10-15 16:30 IST,2025-10-15 18:30 IST,4106.5,4060.0,4131.139,1.1324,30.91,35.0,18.55,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.131839918084903e+29,-3.96143971329716e+28,7.356959467551869e+28,113777836528.0635,2813420042.9397,-42635662827.762,71142173700.3015
986,SOLUSD,LONG,"[200.47, 203.57]",2025-10-15 16:30 IST,2025-10-15 16:30 IST,2025-10-15 16:30 IST,202.7965,200.47,204.0133,1.1472,30.51,35.0,18.31,FILLED_TP,0.523,N/A,7.356959467551869e+28,1.3467130128471478e+28,8.703672480399018e+28,71142173700.3015,1736371146.3863,11286412451.5108,82428586151.8123
987,BTCUSD,LONG,"[110311.00, 110811.00]",2025-10-16 12:30 IST,2025-10-16 12:30 IST,2025-10-16 12:30 IST,110686.0,110311.0,111350.116,0.3388,100.0,33.88,60.0,FILLED_TP,1.771,N/A,8.703672480399018e+28,5.22220348823941e+28,1.3925875968638428e+29,82428586151.8123,6594286892.145,42862864798.9424,125291450950.7547
988,SOLUSD,LONG,"[191.37, 194.42]",2025-10-16 19:30 IST,2025-10-16 19:30 IST,2025-10-16 19:30 IST,193.6548,191.365,194.8167,1.1824,29.6,35.0,17.76,FILLED_TP,0.5074,N/A,1.3925875968638428e+29,2.4733290802048863e+28,1.6399205048843313e+29,125291450950.7547,2967013731.229,19285589252.9885,144577040203.7432
989,XRPUSD,LONG,"[2.38, 2.41]",2025-10-16 19:30 IST,2025-10-16 19:30 IST,2025-10-16 19:30 IST,2.4058,2.3847,2.4202,0.876,39.95,35.0,23.97,FILLED_TP,0.6849,N/A,1.6399205048843313e+29,3.9312396111696887e+28,2.0330444660013e+29,144577040203.7432,4621093812.1436,30037109778.9333,174614149982.6765
990,XRPUSD,LONG,"[2.31, 2.35]",2025-10-16 23:30 IST,2025-10-16 23:30 IST,2025-10-16 23:30 IST,2.3403,2.3105,2.3544,1.2755,27.44,35.0,16.46,FILLED_TP,0.4704,N/A,2.0330444660013e+29,3.3473617399038515e+28,2.3677806399916854e+29,174614149982.6765,3833309991.804,24916514946.7259,199530664929.4024
991,SOLUSD,SHORT,"[184.75, 187.51]",2025-10-18 02:30 IST,2025-10-18 02:30 IST,2025-10-18 02:30 IST,185.4427,187.515,184.3301,1.1175,31.32,35.0,18.79,FILLED_TP,0.5369,N/A,2.3677806399916854e+29,4.449676833786075e+28,2.8127483233702927e+29,199530664929.4024,4999601524.8519,32497409911.5374,232028074840.9398
992,XRPUSD,SHORT,"[2.34, 2.40]",2025-10-18 08:30 IST,2025-10-18 12:30 IST,2025-10-18 21:30 IST,2.3519,2.4003,2.3377,2.0601,16.99,35.0,10.19,FILLED_TP,0.2913,N/A,2.8127483233702927e+29,2.8672529418098497e+28,3.0994736175512776e+29,232028074840.9398,3153656631.3335,20498768103.6675,252526842944.6073
993,ETHUSD,SHORT,"[3904.75, 3948.90]",2025-10-19 08:30 IST,2025-10-19 10:30 IST,2025-10-19 11:30 IST,3915.7875,3948.9,3892.2928,0.8456,41.39,35.0,24.83,FILLED_TP,0.7095,N/A,3.0994736175512776e+29,7.697228569631623e+28,3.86919647451444e+29,252526842944.6073,8361664247.784,54350817610.5957,306877660555.2031
994,XRPUSD,LONG,"[2.32, 2.38]",2025-10-19 16:30 IST,2025-10-19 17:30 IST,2025-10-19 18:30 IST,2.3662,2.3166,2.3804,2.0983,16.68,35.0,10.01,FILLED_TP,0.286,N/A,3.86919647451444e+29,3.872411063730446e+28,4.2564375808874846e+29,306877660555.2031,4095101591.1551,26618160342.5082,333495820897.7112
995,SOLUSD,LONG,"[183.16, 188.75]",2025-10-20 04:30 IST,2025-10-20 04:30 IST,2025-10-20 04:30 IST,187.3493,183.162,188.4733,2.235,15.66,35.0,9.4,FILLED_TP,0.2685,N/A,4.2564375808874846e+29,3.999342804340022e+28,4.656371861321487e+29,333495820897.7112,4178029431.8538,27157191307.0495,360653012204.7608
996,ETHUSD,SHORT,"[4038.70, 4084.15]",2025-10-20 14:30 IST,2025-10-20 14:30 IST,2025-10-20 15:30 IST,4050.0625,4084.15,4025.7621,0.8417,41.58,35.0,24.95,FILLED_TP,0.7129,N/A,4.656371861321487e+29,1.1618057595701045e+29,5.818177620891591e+29,360653012204.7608,11998146747.8668,77987953861.1345,438640966065.8953
997,SOLUSD,LONG,"[183.78, 187.87]",2025-10-20 21:30 IST,2025-10-20 21:30 IST,2025-10-20 21:30 IST,186.851,183.7822,187.9722,1.6424,21.31,35.0,12.79,FILLED_TP,0.3653,N/A,5.818177620891591e+29,7.439198575541986e+28,6.562097478445789e+29,438640966065.8953,7478028259.1458,48607183684.4476,487248149750.343
998,BTCUSD,LONG,"[107387.50, 108597.00]",2025-10-21 09:30 IST,2025-10-21 09:30 IST,2025-10-21 09:30 IST,108294.625,107387.5,108944.3927,0.8376,41.78,35.0,25.07,FILLED_TP,0.7163,N/A,6.562097478445789e+29,1.6451357418742045e+29,8.207233220319993e+29,487248149750.343,16287258740.0458,105867181810.2975,593115331560.6405
999,ETHUSD,LONG,"[3839.00, 3873.00]",2025-10-22 04:30 IST,2025-10-22 04:30 IST,2025-10-22 04:30 IST,3864.5,3839.0,3887.687,0.6599,53.04,35.0,31.83,FILLED_TP,0.9093,N/A,8.207233220319993e+29,2.6119761112880744e+29,1.0819209331608067e+30,593115331560.6405,25168093163.4709,163592605562.5605,756707937123.201
1000,BTCUSD,LONG,"[107425.00, 107948.50]",2025-10-22 05:30 IST,2025-10-22 05:30 IST,2025-10-22 05:30 IST,107817.625,107425.0,108464.5308,0.3642,96.11,35.0,57.67,FILLED_TP,1.6476,N/A,1.0819209331608067e+30,6.2391672829667505e+29,1.705837661457482e+30,756707937123.201,58183270876.2723,378191260695.7698,1134899197818.9707
1001,ETHUSD,LONG,"[3818.25, 3843.00]",2025-10-22 05:30 IST,2025-10-22 05:30 IST,2025-10-22 05:30 IST,3836.8125,3818.25,3859.8334,0.4838,72.34,35.0,43.41,FILLED_TP,1.2402,N/A,1.705837661457482e+30,7.404420983782763e+29,2.446279759835758e+30,1134899197818.9707,65682463028.1968,426936009683.2795,1561835207502.2502
1002,BTCUSD,LONG,"[106730.00, 108187.50]",2025-10-22 22:30 IST,2025-10-22 22:30 IST,2025-10-23 02:30 IST,107823.125,106730.0,108470.0638,1.0138,34.52,35.0,20.71,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2.446279759835758e+30,-8.561979159425153e+29,1.5900818438932427e+30,1561835207502.2502,43135548803.8573,-589777871429.6448,972057336072.6055
1003,BTCUSD,LONG,"[106239.00, 107184.00]",2025-10-23 02:30 IST,2025-10-23 02:30 IST,2025-10-23 02:30 IST,106947.75,106239.0,107589.4365,0.6627,52.81,35.0,31.69,FILLED_TP,0.9054,N/A,1.5900818438932427e+30,5.038686682080993e+29,2.093950512101342e+30,972057336072.6055,41070358504.2801,266957330277.8206,1239014666350.426
1004,ETHUSD,SHORT,"[3823.15, 3876.35]",2025-10-23 07:30 IST,2025-10-23 09:30 IST,2025-10-23 11:30 IST,3836.45,3876.35,3813.4313,1.04,33.65,35.0,20.19,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2.093950512101342e+30,-7.328826792354697e+29,1.3610678328658724e+30,1239014666350.426,33357318012.0707,-467012451234.7198,772002215115.7062
1005,XRPUSD,SHORT,"[2.38, 2.42]",2025-10-23 09:30 IST,2025-10-23 09:30 IST,2025-10-23 11:30 IST,2.3883,2.4161,2.374,1.1619,30.12,35.0,18.07,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.3610678328658724e+30,-4.763737415030553e+29,8.846940913628171e+29,772002215115.7062,18604224048.0016,-288804999338.4987,483197215777.2075
1006,SOLUSD,SHORT,"[191.91, 197.18]",2025-10-23 21:30 IST,2025-10-23 22:30 IST,2025-10-23 22:30 IST,193.2293,197.181,192.0699,2.0451,17.11,35.0,10.27,FILLED_TP,0.2934,N/A,8.846940913628171e+29,9.08439119585712e+28,9.755380033213884e+29,483197215777.2075,6615548546.8162,43001065554.3054,526198281331.5129
1007,ETHUSD,LONG,"[3807.80, 3853.65]",2025-10-24 01:30 IST,2025-10-24 01:30 IST,2025-10-24 05:30 IST,3842.1875,3807.8,3865.2406,0.895,39.11,35.0,23.46,FILLED_TP,0.6704,N/A,9.755380033213884e+29,2.2889770516863614e+29,1.2044357084900246e+30,526198281331.5129,16462106536.8218,107003692489.342,633201973820.8549
1008,XRPUSD,LONG,"[2.37, 2.39]",2025-10-24 01:30 IST,2025-10-24 01:30 IST,2025-10-24 01:30 IST,2.3861,2.3737,2.4004,0.5186,67.48,35.0,40.49,FILLED_TP,1.1569,N/A,1.2044357084900246e+30,4.876876977441771e+29,1.6921234062342016e+30,633201973820.8549,34185282578.7221,222204336761.6937,855406310582.5486
1009,SOLUSD,LONG,"[188.36, 191.31]",2025-10-24 19:30 IST,2025-10-24 19:30 IST,2025-10-24 19:30 IST,190.5705,188.364,191.7139,1.1578,30.23,35.0,18.14,FILLED_TP,0.5182,N/A,1.6921234062342016e+30,3.0690436779256e+29,1.9990277740267617e+30,855406310582.5486,20686271618.8733,134460765522.6764,989867076105.225
1010,BTCUSD,LONG,"[109311.00, 110154.00]",2025-10-24 20:30 IST,2025-10-24 20:30 IST,2025-10-24 23:30 IST,109943.25,109311.0,110602.9095,0.5751,60.86,35.0,36.52,FILLED_TP,1.0434,N/A,1.9990277740267617e+30,7.29991588240747e+29,2.729019362267509e+30,989867076105.225,48196404833.8499,313276631420.0245,1303143707525.2495
1011,XRPUSD,SHORT,"[2.47, 2.53]",2025-10-24 23:30 IST,2025-10-24 23:30 IST,2025-10-24 23:30 IST,2.4882,2.5318,2.4732,1.7543,19.95,35.0,11.97,FILLED_TP,0.342,N/A,2.729019362267509e+30,3.2667674696619485e+29,3.0556961092337035e+30,1303143707525.2495,20799009494.7562,135193561715.9151,1438337269241.1646
1012,ETHUSD,LONG,"[3914.50, 3938.65]",2025-10-25 19:30 IST,2025-10-25 19:30 IST,2025-10-25 23:30 IST,3932.6125,3914.5,3956.2082,0.4606,75.99,35.0,45.6,FILLED_TP,1.3027,N/A,3.0556961092337035e+30,1.3932601409128934e+30,4.448956250146597e+30,1438337269241.1646,87442289843.2249,568374883980.9619,2006712153222.1265
1013,BTCUSD,SHORT,"[111492.00, 111874.50]",2025-10-26 10:30 IST,2025-10-26 10:30 IST,2025-10-26 14:30 IST,111587.625,111874.5,110918.0992,0.2571,100.0,25.71,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,4.448956250146597e+30,-1.14375973524018e+30,3.305196514906417e+30,2006712153222.1265,160536972257.7701,-676432483929.0667,1330279669293.0598
1014,ETHUSD,SHORT,"[4018.40, 4109.25]",2025-10-26 22:30 IST,2025-10-26 22:30 IST,2025-10-27 03:30 IST,4041.1125,4109.25,4016.8658,1.6861,20.76,35.0,12.45,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,3.305196514906417e+30,-1.156818780217246e+30,2.1483777346891712e+30,1330279669293.0598,22091018074.0605,-487688902326.6314,842590766966.4285
1015,XRPUSD,LONG,"[2.59, 2.61]",2025-10-27 01:30 IST,2025-10-27 01:30 IST,2025-10-27 02:30 IST,2.6081,2.5935,2.6238,0.5607,62.42,35.0,37.45,FILLED_TP,1.07,N/A,2.1483777346891712e+30,8.045674616410885e+29,2.9529451963302596e+30,842590766966.4285,42073365630.5234,273476876598.4017,1116067643564.83
1016,BTCUSD,LONG,"[114311.00, 115140.50]",2025-10-27 13:30 IST,2025-10-27 13:30 IST,2025-10-27 22:30 IST,114933.125,114311.0,115622.7238,0.5413,64.66,35.0,38.8,FILLED_TP,1.1085,N/A,2.9529451963302596e+30,1.1456243691745999e+30,4.0985695655048595e+30,1116067643564.83,57731934508.5984,375257574305.8895,1491325217870.7197
1017,XRPUSD,LONG,"[2.60, 2.62]",2025-10-27 14:30 IST,2025-10-27 14:30 IST,2025-10-27 15:30 IST,2.611,2.597,2.6267,0.5371,65.16,35.0,39.1,FILLED_TP,1.117,N/A,4.0985695655048595e+30,1.602358784992678e+30,5.700928350497537e+30,1491325217870.7197,77738929023.7056,505303038654.0866,1996628256524.8064
1018,XRPUSD,LONG,"[2.60, 2.63]",2025-10-28 01:30 IST,2025-10-28 07:30 IST,2025-10-28 07:30 IST,2.6204,2.6001,2.6361,0.7756,45.12,35.0,27.07,FILLED_TP,0.7736,N/A,5.700928350497537e+30,1.543497951438624e+30,7.244426301936161e+30,1996628256524.8064,72076953886.7953,468500200264.1691,2465128456788.9756
1019,SOLUSD,LONG,"[196.90, 198.52]",2025-10-28 03:30 IST,2025-10-28 03:30 IST,2025-10-28 03:30 IST,198.115,196.9,199.3037,0.6133,57.07,35.0,34.24,FILLED_TP,0.9783,N/A,7.244426301936161e+30,2.4806436092979133e+30,9.725069911234075e+30,2465128456788.9756,112548229449.1268,731563491419.324,3196691948208.3
1020,ETHUSD,LONG,"[4045.00, 4075.05]",2025-10-28 10:30 IST,2025-10-28 10:30 IST,2025-10-28 10:30 IST,4067.5375,4045.0,4091.9427,0.5541,63.17,35.0,37.9,FILLED_TP,1.0829,N/A,9.725069911234075e+30,3.6858516589478783e+30,1.3410921570181954e+31,3196691948208.3,161541698284.1855,1050021038847.2054,4246712987055.5054
1021,SOLUSD,LONG,"[192.70, 195.00]",2025-10-29 13:30 IST,2025-10-29 13:30 IST,2025-10-29 13:30 IST,194.4243,192.697,195.5908,0.8884,39.4,35.0,23.64,FILLED_TP,0.6754,N/A,1.3410921570181954e+31,3.170101359381704e+30,1.6581022929563657e+31,4246712987055.5054,133846239104.1179,870000554176.7662,5116713541232.271
1022,XRPUSD,SHORT,"[2.65, 2.67]",2025-10-29 22:30 IST,2025-10-29 23:30 IST,2025-10-29 23:30 IST,2.6597,2.6739,2.6437,0.5358,65.32,35.0,39.19,FILLED_TP,1.1199,N/A,1.6581022929563657e+31,6.498905756679911e+30,2.307992868624357e+31,5116713541232.271,267398372461.946,1738089421002.6484,6854802962234.92
1023,ETHUSD,LONG,"[3817.20, 3853.75]",2025-10-31 17:30 IST,2025-10-31 17:30 IST,2025-10-31 17:30 IST,3844.6125,3817.2,3867.6802,0.713,49.09,35.0,29.45,FILLED_TP,0.8415,N/A,2.307992868624357e+31,6.797632572187973e+30,2.987756125843154e+31,6854802962234.92,269188768737.6422,1749726996794.6738,8604529959029.594
1024,SOLUSD,LONG,"[184.54, 186.56]",2025-10-31 17:30 IST,2025-10-31 18:30 IST,2025-10-31 18:30 IST,186.0568,184.541,187.1731,0.8147,42.96,35.0,25.78,FILLED_TP,0.7365,N/A,2.987756125843154e+31,7.70162367534629e+30,3.7579184933777834e+31,8604529959029.594,295735211114.8295,1922278872246.3916,10526808831275.984
1025,BTCUSD,SHORT,"[110612.00, 111570.50]",2025-10-31 19:30 IST,2025-10-31 19:30 IST,2025-10-31 19:30 IST,110851.625,111570.5,110186.5152,0.6485,53.97,35.0,32.38,FILLED_TP,0.9252,N/A,3.7579184933777834e+31,1.216901242048765e+31,4.974819735426549e+31,10526808831275.984,454510008281.2203,2954315053827.9316,13481123885103.916
1026,BTCUSD,LONG,"[109087.00, 110240.50]",2025-11-01 10:30 IST,2025-11-01 11:30 IST,2025-11-02 09:30 IST,109952.125,109087.0,110611.8378,0.7868,44.48,35.0,26.69,FILLED_TP,0.7626,N/A,4.974819735426549e+31,1.3277655864116539e+31,6.302585321838203e+31,13481123885103.916,479743275475.2443,3118331290589.088,16599455175693.004
1027,XRPUSD,SHORT,"[2.50, 2.51]",2025-11-01 20:30 IST,2025-11-01 20:30 IST,2025-11-01 20:30 IST,2.503,2.5142,2.488,0.4465,78.39,35.0,47.04,FILLED_TP,1.3439,N/A,6.302585321838203e+31,2.964528869163944e+31,9.267114191002147e+31,16599455175693.004,1041045043536.3536,6766792782986.299,23366247958679.305
1028,ETHUSD,LONG,"[3857.25, 3874.80]",2025-11-01 22:30 IST,2025-11-01 22:30 IST,2025-11-02 09:30 IST,3870.4125,3857.25,3893.635,0.3401,100.0,34.01,60.0,FILLED_TP,1.7643,N/A,9.267114191002147e+31,5.560268514601288e+31,1.4827382705603434e+32,23366247958679.305,1869299836694.3445,12150448938513.238,35516696897192.55
1029,SOLUSD,SHORT,"[185.93, 187.09]",2025-11-02 00:30 IST,2025-11-02 00:30 IST,2025-11-02 03:30 IST,186.2198,187.095,185.1024,0.47,74.47,35.0,44.68,FILLED_TP,1.2766,N/A,1.4827382705603434e+32,6.624870781197155e+31,2.145225348680059e+32,35516696897192.55,2115846805787.929,13753004237621.537,49269701134814.086
1030,ETHUSD,LONG,"[3860.75, 3876.50]",2025-11-02 14:30 IST,2025-11-02 14:30 IST,2025-11-02 14:30 IST,3872.5625,3860.75,3895.7979,0.305,100.0,30.5,60.0,FILLED_TP,1.967,N/A,2.145225348680059e+32,1.2871352092080353e+32,3.432360557888094e+32,49269701134814.086,3941576090785.1274,25620244590103.32,74889945724917.4
1031,BTCUSD,LONG,"[109818.00, 110401.50]",2025-11-02 19:30 IST,2025-11-02 19:30 IST,2025-11-02 21:30 IST,110255.625,109818.0,110917.1588,0.3969,88.18,35.0,52.91,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,3.432360557888094e+32,-1.2013261952608328e+32,2.2310343626272613e+32,74889945724917.4,5282994747084.186,-31494475750805.273,43395469974112.13
1032,ETHUSD,SHORT,"[3891.05, 3917.55]",2025-11-03 04:30 IST,2025-11-03 04:30 IST,2025-11-03 04:30 IST,3897.675,3917.55,3874.289,0.5099,68.64,35.0,41.18,FILLED_TP,1.1767,N/A,2.2310343626272613e+32,9.188064606109054e+31,3.1498408232381666e+32,43395469974112.13,2382873094881.8774,15488675116732.201,58884145090844.336
1033,SOLUSD,SHORT,"[186.69, 188.35]",2025-11-03 04:30 IST,2025-11-03 04:30 IST,2025-11-03 04:30 IST,187.1085,188.355,185.9858,0.6662,52.54,35.0,31.52,FILLED_TP,0.9006,N/A,3.1498408232381666e+32,9.929082892235902e+31,4.142749112461757e+32,58884145090844.336,2474899909574.3887,16086849412233.525,74970994503077.86
1034,XRPUSD,SHORT,"[2.51, 2.55]",2025-11-03 04:30 IST,2025-11-03 04:30 IST,2025-11-03 04:30 IST,2.5219,2.5546,2.5068,1.2966,26.99,35.0,16.2,FILLED_TP,0.4627,N/A,4.142749112461757e+32,6.709467239176215e+31,4.813695836379378e+32,74970994503077.86,1618942455365.355,10523125959874.805,85494120462952.66
1035,SOLUSD,LONG,"[172.37, 177.28]",2025-11-03 18:30 IST,2025-11-03 18:30 IST,2025-11-03 20:30 IST,176.0498,172.374,177.106,2.0879,16.76,35.0,10.06,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,4.813695836379378e+32,-1.6847935427327822e+32,3.128902293646596e+32,85494120462952.66,1146525522549.7742,-31069467684583.203,54424652778369.45
1036,XRPUSD,SHORT,"[2.27, 2.32]",2025-11-05 20:30 IST,2025-11-05 21:30 IST,2025-11-05 21:30 IST,2.2857,2.32,2.272,1.4995,23.34,35.0,14.0,FILLED_TP,0.4001,N/A,3.128902293646596e+32,4.381853073612091e+31,3.567087601007805e+32,54424652778369.45,1016249191892.4927,6605619747301.203,61030272525670.66
1037,SOLUSD,SHORT,"[161.29, 165.06]",2025-11-05 21:30 IST,2025-11-05 22:30 IST,2025-11-05 22:30 IST,162.2334,165.0637,161.26,1.7446,20.06,35.0,12.04,FILLED_TP,0.3439,N/A,3.567087601007805e+32,4.293829262003559e+31,3.996470527208161e+32,61030272525670.66,979523911756.4286,6366905426416.786,67397177952087.445
1038,XRPUSD,LONG,"[2.31, 2.34]",2025-11-06 10:30 IST,2025-11-06 10:30 IST,2025-11-06 10:30 IST,2.3354,2.3095,2.3494,1.108,31.59,35.0,18.95,FILLED_TP,0.5415,N/A,3.996470527208161e+32,7.574817565489981e+31,4.753952283757159e+32,67397177952087.445,1703240643430.3223,11071064182297.094,78468242134384.53
1039,SOLUSD,LONG,"[153.69, 156.48]",2025-11-07 03:30 IST,2025-11-07 03:30 IST,2025-11-07 03:30 IST,155.78,153.686,156.7147,1.3442,26.04,35.0,15.62,FILLED_TP,0.4464,N/A,4.753952283757159e+32,7.426926658088605e+31,5.496644949566019e+32,78468242134384.53,1634507723359.3352,10624300201835.678,89092542336220.2
1040,ETHUSD,LONG,"[3273.65, 3330.10]",2025-11-07 14:30 IST,2025-11-07 14:30 IST,2025-11-07 14:30 IST,3315.9875,3273.65,3335.8834,1.2768,27.41,35.0,16.45,FILLED_TP,0.4699,N/A,5.496644949566019e+32,9.040754055829447e+31,6.400720355148964e+32,89092542336220.2,1953831281592.805,12699903330353.23,101792445666573.44
1041,SOLUSD,SHORT,"[156.80, 158.60]",2025-11-07 21:30 IST,2025-11-07 21:30 IST,2025-11-07 21:30 IST,157.2485,158.6,156.305,0.8595,40.72,35.0,24.43,FILLED_TP,0.6981,N/A,6.400720355148964e+32,1.5639346777728213e+32,7.964655032921785e+32,101792445666573.44,3316225401311.203,21555465108522.82,123347910775096.25
1042,ETHUSD,SHORT,"[3428.20, 3455.50]",2025-11-08 00:30 IST,2025-11-08 00:30 IST,2025-11-08 01:30 IST,3435.025,3455.5,3414.4148,0.5961,58.72,35.0,35.23,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,7.964655032921785e+32,-2.7876292615226248e+32,5.17702577139916e+32,123347910775096.25,5794231209712.375,-48965999980996.06,74381910794100.19
1043,BTCUSD,SHORT,"[103544.00, 104187.50]",2025-11-08 01:30 IST,2025-11-08 01:30 IST,2025-11-08 01:30 IST,103704.875,104187.5,103082.6457,0.4654,75.21,35.0,45.12,FILLED_TP,1.2893,N/A,5.17702577139916e+32,2.336086821111484e+32,7.513112592510644e+32,74381910794100.19,4475223399379.906,29088952095969.39,103470862890069.58
1044,XRPUSD,SHORT,"[2.35, 2.39]",2025-11-08 01:30 IST,2025-11-08 01:30 IST,2025-11-08 01:30 IST,2.3623,2.3891,2.3482,1.1334,30.88,35.0,18.53,FILLED_TP,0.5294,N/A,7.513112592510644e+32,1.3920324474590478e+32,8.905145039969692e+32,103470862890069.58,2556149607077.4976,16614972446003.736,120085835336073.31
1045,BTCUSD,SHORT,"[105800.50, 106580.00]",2025-11-10 22:30 IST,2025-11-10 23:30 IST,2025-11-11 02:30 IST,105995.375,106580.0,105359.4027,0.5516,63.46,35.0,38.07,FILLED_TP,1.0878,N/A,8.905145039969692e+32,3.390547435836738e+32,1.2295692475806431e+33,120085835336073.31,6096201978392.81,39625312859553.25,159711148195626.56
1046,SOLUSD,LONG,"[164.79, 167.81]",2025-11-11 09:30 IST,2025-11-11 09:30 IST,2025-11-11 09:30 IST,167.0577,164.789,168.0601,1.3581,25.77,35.0,15.46,FILLED_TP,0.4418,N/A,1.2295692475806431e+33,1.9013071124497175e+32,1.4196999588256148e+33,159711148195626.56,3292859865077.1504,21403589123001.477,181114737318628.03
1047,BTCUSD,LONG,"[104627.00, 105596.00]",2025-11-11 10:30 IST,2025-11-11 10:30 IST,2025-11-11 17:30 IST,105353.75,104627.0,105985.8725,0.6898,50.74,35.0,30.44,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.4196999588256148e+33,-4.968949855889652e+32,9.228049732366498e+32,181114737318628.03,7351513851942.31,-70741671913462.11,110373065405165.92
