trade_num,asset,direction,ob_zone,decision_time_ist,entry_time_ist,exit_time_ist,entry_price,sl_price,tp_price,sl_dist_pct,leverage,actual_sl_risk_pct,tp_ret_pct,outcome,realized_r,loss_mechanism,starting_capital_gross,gross_pnl_usd,ending_capital_gross,starting_capital_net,fees_usd,net_pnl_usd,ending_capital_net
597,XRPUSD,LONG,"[2.12, 2.14]",2025-04-15 20:30 IST,2025-04-15 20:30 IST,2025-04-15 20:30 IST,2.1347,2.1152,2.1475,0.9135,38.32,35.0,22.99,FILLED_TP,0.6568,N/A,1.3613256114423624e+17,3.1295619198803428e+16,1.6742818034303968e+17,4440486.6098,136110.251,884716.6315,5325203.2413
598,SOLUSD,LONG,"[127.67, 129.44]",2025-04-15 22:30 IST,2025-04-15 22:30 IST,2025-04-15 22:30 IST,128.9955,127.674,129.7695,1.0245,34.16,35.0,20.5,FILLED_TP,0.5857,N/A,1.6742818034303968e+17,3.4320629480609668e+16,2.0174880982364934e+17,5325203.2413,145546.4482,946051.9134,6271255.1547
599,ETHUSD,SHORT,"[1584.80, 1615.25]",2025-04-17 00:30 IST,2025-04-17 00:30 IST,2025-04-17 00:30 IST,1592.4125,1615.25,1582.858,1.4341,24.4,35.0,14.64,FILLED_TP,0.4184,N/A,2.0174880982364934e+17,2.9541823137774776e+16,2.3129063296142413e+17,6271255.1547,122438.9284,795853.0347,7067108.1894
600,ETHUSD,LONG,"[1571.05, 1597.85]",2025-04-17 13:30 IST,2025-04-17 14:30 IST,2025-04-17 17:30 IST,1591.15,1571.05,1600.6969,1.2632,27.71,35.0,16.62,FILLED_TP,0.475,N/A,2.3129063296142413e+17,3.844965126053733e+16,2.6974028422196147e+17,7067108.1894,156644.3868,1018188.5142,8085296.7036
601,SOLUSD,LONG,"[129.47, 131.73]",2025-04-17 19:30 IST,2025-04-17 19:30 IST,2025-04-17 19:30 IST,131.1628,129.47,131.9497,1.2906,27.12,35.0,16.27,FILLED_TP,0.4649,N/A,2.6974028422196147e+17,4.389173987600106e+16,3.136320240979625e+17,8085296.7036,175417.002,1140210.5127,9225507.2163
602,BTCUSD,LONG,"[83700.00, 84430.00]",2025-04-18 20:30 IST,2025-04-20 15:30 IST,2025-04-21 01:30 IST,84247.5,83700.0,84752.985,0.6499,53.86,35.0,32.31,FILLED_TP,0.9233,N/A,3.136320240979625e+17,1.0134739597334338e+17,4.1497942007130586e+17,9225507.2163,397485.4016,2583655.1104,11809162.3267
603,ETHUSD,LONG,"[1578.35, 1589.55]",2025-04-19 04:30 IST,2025-04-19 04:30 IST,2025-04-19 08:30 IST,1586.75,1578.35,1596.2705,0.5294,66.11,35.0,39.67,FILLED_TP,1.1334,N/A,4.1497942007130586e+17,1.6461714869953437e+17,5.795965687708402e+17,11809162.3267,624606.2774,4059940.8031,15869103.1298
604,SOLUSD,SHORT,"[134.42, 135.52]",2025-04-19 06:30 IST,2025-04-19 06:30 IST,2025-04-19 07:30 IST,134.6974,135.5234,133.8892,0.6133,57.07,35.0,34.24,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,5.795965687708402e+17,-2.0285879906979405e+17,3.7673776970104614e+17,15869103.1298,724541.2733,-6278727.3687,9590375.7611
605,ETHUSD,LONG,"[1584.60, 1590.10]",2025-04-20 13:30 IST,2025-04-20 13:30 IST,2025-04-20 15:30 IST,1588.725,1584.6,1598.2573,0.2596,100.0,25.96,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,3.7673776970104614e+17,-9.781701049689626e+16,2.789207592041499e+17,9590375.7611,767230.0609,-3257295.9952,6333079.7659
606,SOLUSD,LONG,"[137.61, 139.45]",2025-04-20 13:30 IST,2025-04-20 13:30 IST,2025-04-20 16:30 IST,138.989,137.612,139.8229,0.9907,35.33,35.0,21.2,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2.789207592041499e+17,-9.762226572145245e+16,1.8129849348269744e+17,6333079.7659,178986.1718,-2395564.0899,3937515.676
607,ETHUSD,SHORT,"[1620.10, 1660.75]",2025-04-21 15:30 IST,2025-04-21 15:30 IST,2025-04-21 16:30 IST,1630.2625,1660.75,1620.4809,1.8701,18.72,35.0,11.23,FILLED_TP,0.3208,N/A,1.8129849348269744e+17,2.0358661221346516e+16,2.0165715470404397e+17,3937515.676,58954.3768,383203.449,4320719.1251
608,XRPUSD,LONG,"[2.06, 2.09]",2025-04-22 07:30 IST,2025-04-22 07:30 IST,2025-04-22 07:30 IST,2.0807,2.0623,2.0932,0.8831,39.63,35.0,23.78,FILLED_TP,0.6794,N/A,2.0165715470404397e+17,4.7952342898723544e+16,2.4960949760276752e+17,4320719.1251,136990.6631,890439.3101,5211158.4352
609,BTCUSD,LONG,"[92552.00, 93462.00]",2025-04-23 16:30 IST,2025-04-23 18:30 IST,2025-04-23 18:30 IST,93234.5,92552.0,93793.907,0.732,47.81,35.0,28.69,FILLED_TP,0.8196,N/A,2.4960949760276752e+17,7.160682062844686e+16,3.212163182312144e+17,5211158.4352,199327.0774,1295626.003,6506784.4382
610,XRPUSD,LONG,"[2.14, 2.16]",2025-04-24 12:30 IST,2025-04-24 12:30 IST,2025-04-24 12:30 IST,2.1553,2.1395,2.1683,0.7342,47.67,35.0,28.6,FILLED_TP,0.8172,N/A,3.212163182312144e+17,9.187258630600667e+16,4.1308890453722106e+17,6506784.4382,248138.1262,1612897.8204,8119682.2586
611,SOLUSD,LONG,"[150.50, 153.14]",2025-04-25 15:30 IST,2025-04-25 18:30 IST,2025-04-25 18:30 IST,152.4808,150.5,153.3956,1.299,26.94,35.0,16.17,FILLED_TP,0.4619,N/A,4.1308890453722106e+17,6.6780271391684504e+16,4.7986917592890554e+17,8119682.2586,175017.8808,1137616.2251,9257298.4837
612,ETHUSD,LONG,"[1738.15, 1770.30]",2025-04-25 18:30 IST,2025-04-25 18:30 IST,2025-04-25 18:30 IST,1762.2625,1738.15,1772.8361,1.3683,25.58,35.0,15.35,FILLED_TP,0.4385,N/A,4.7986917592890554e+17,7.364961960208898e+16,5.535187955309945e+17,9257298.4837,189439.5517,1231357.0863,10488655.57
613,ETHUSD,SHORT,"[1792.25, 1815.00]",2025-04-26 20:30 IST,2025-04-26 20:30 IST,2025-04-27 01:30 IST,1797.9375,1815.0,1787.1499,0.949,36.88,35.0,22.13,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,5.535187955309945e+17,-1.9373157843584806e+17,3.5978721709514643e+17,10488655.57,309463.7485,-3980493.198,6508162.372
614,BTCUSD,LONG,"[94000.00, 94325.00]",2025-04-27 06:30 IST,2025-04-27 06:30 IST,2025-04-27 06:30 IST,94243.75,94000.0,94809.2125,0.2586,100.0,25.86,60.0,FILLED_SL,-1.0,DUAL_TOUCH_AMBIGUITY,3.5978721709514643e+17,-9.305458894297174e+16,2.667326281521747e+17,6508162.372,520652.9898,-2203910.0526,4304252.3194
615,ETHUSD,LONG,"[1778.40, 1806.00]",2025-04-27 06:30 IST,2025-04-27 09:30 IST,2025-04-27 09:30 IST,1799.1,1778.4,1809.8946,1.1506,30.42,35.0,18.25,FILLED_TP,0.5215,N/A,2.667326281521747e+17,4.868334346608798e+16,3.1541597161826266e+17,4304252.3194,104746.7873,680854.1175,4985106.4369
616,SOLUSD,LONG,"[145.17, 147.69]",2025-04-27 06:30 IST,2025-04-27 06:30 IST,2025-04-27 06:30 IST,147.0607,145.1729,147.9431,1.2837,27.26,35.0,16.36,FILLED_TP,0.4674,N/A,3.1541597161826266e+17,5.1598603192456264e+16,3.670145748107189e+17,4985106.4369,108734.5187,706774.3714,5691880.8083
617,SOLUSD,SHORT,"[148.96, 150.35]",2025-04-27 18:30 IST,2025-04-27 18:30 IST,2025-04-27 18:30 IST,149.3077,150.351,148.4119,0.6987,50.09,35.0,30.05,FILLED_TP,0.8587,N/A,3.670145748107189e+17,1.1030534656372843e+17,4.7731992137444736e+17,5691880.8083,228090.8092,1482590.2598,7174471.068
618,BTCUSD,LONG,"[93550.00, 94037.00]",2025-04-28 03:30 IST,2025-04-28 03:30 IST,2025-04-28 05:30 IST,93915.25,93550.0,94478.7415,0.3889,89.99,35.0,54.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,4.7731992137444736e+17,-1.6706197248105658e+17,3.102579488933908e+17,7174471.068,516527.9351,-3027592.809,4146878.2591
619,XRPUSD,LONG,"[2.21, 2.24]",2025-04-28 06:30 IST,2025-04-28 06:30 IST,2025-04-28 06:30 IST,2.2315,2.2116,2.2449,0.894,39.15,35.0,23.49,FILLED_TP,0.6711,N/A,3.102579488933908e+17,7.287959219505701e+16,3.831375410884478e+17,4146878.2591,129880.2271,844221.476,4991099.7351
620,BTCUSD,SHORT,"[94118.00, 94515.50]",2025-04-28 10:30 IST,2025-04-28 10:30 IST,2025-04-28 11:30 IST,94217.375,94515.5,93652.0707,0.3164,100.0,31.64,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,3.831375410884478e+17,-1.2123334940821002e+17,2.619041916802378e+17,4991099.7351,399287.9788,-1978584.3756,3012515.3595
621,SOLUSD,SHORT,"[148.87, 150.21]",2025-04-28 10:30 IST,2025-04-28 10:30 IST,2025-04-28 11:30 IST,149.203,150.211,148.3078,0.6756,51.81,35.0,31.08,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2.619041916802378e+17,-9.166646708808322e+16,1.7023772459215456e+17,3012515.3595,124854.5359,-1179234.9117,1833280.4478
622,BTCUSD,SHORT,"[94524.00, 94943.00]",2025-04-28 11:30 IST,2025-04-28 11:30 IST,2025-04-28 15:30 IST,94628.75,94943.0,94060.9775,0.3321,100.0,33.21,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.7023772459215456e+17,-5.653377536222826e+16,1.137039492299263e+17,1833280.4478,146662.4358,-755471.4719,1077808.9759
623,ETHUSD,SHORT,"[1796.50, 1808.00]",2025-04-28 11:30 IST,2025-04-28 11:30 IST,2025-04-28 12:30 IST,1799.375,1808.0,1788.5787,0.4793,73.02,35.0,43.81,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.137039492299263e+17,-3.97963822304742e+16,7.39075669994521e+16,1077808.9759,62959.6646,-440192.8062,637616.1697
624,SOLUSD,SHORT,"[150.98, 153.15]",2025-04-28 12:30 IST,2025-04-28 13:30 IST,2025-04-28 15:30 IST,151.521,153.15,150.6119,1.0751,32.56,35.0,19.53,FILLED_SL,-1.0,DUAL_TOUCH_AMBIGUITY,7.39075669994521e+16,-2.586764844980823e+16,4.8039918549643864e+16,637616.1697,16606.1554,-239771.8148,397844.3549
625,SOLUSD,LONG,"[144.56, 147.34]",2025-04-28 19:30 IST,2025-04-28 20:30 IST,2025-04-28 20:30 IST,146.6442,144.557,147.5241,1.4233,24.59,35.0,14.75,FILLED_TP,0.4215,N/A,4.8039918549643864e+16,7087810963767878.0,5.512772951341174e+16,397844.3549,7826.3957,50871.5719,448715.9268
626,ETHUSD,LONG,"[1751.45, 1778.15]",2025-04-28 20:30 IST,2025-04-28 20:30 IST,2025-04-28 20:30 IST,1771.475,1751.45,1782.1039,1.1304,30.96,35.0,18.58,FILLED_TP,0.5308,N/A,5.512772951341174e+16,1.0241224906043362e+16,6.53689544194551e+16,448715.9268,11114.5535,72244.5975,520960.5243
627,SOLUSD,SHORT,"[147.37, 149.16]",2025-04-29 11:30 IST,2025-04-29 11:30 IST,2025-04-29 11:30 IST,147.8155,149.164,146.9286,0.9123,38.37,35.0,23.02,FILLED_TP,0.6577,N/A,6.53689544194551e+16,1.5047344332352418e+16,8.041629875180752e+16,520960.5243,15989.3892,103931.0297,624891.554
628,SOLUSD,LONG,"[145.46, 146.74]",2025-04-30 03:30 IST,2025-04-30 03:30 IST,2025-04-30 04:30 IST,146.42,145.46,147.2985,0.6556,53.38,35.0,32.03,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,8.041629875180752e+16,-2.814570456313263e+16,5.227059418867489e+16,624891.554,26686.5146,-245398.5584,379492.9955
629,BTCUSD,SHORT,"[94750.00, 95423.00]",2025-04-30 08:30 IST,2025-04-30 08:30 IST,2025-04-30 17:30 IST,94918.25,95423.0,94348.7405,0.5318,65.82,35.0,39.49,FILLED_TP,1.1283,N/A,5.227059418867489e+16,2.0641921716460224e+16,7.29125159051351e+16,379492.9955,19981.8268,129881.8743,509374.8698
630,XRPUSD,LONG,"[2.22, 2.26]",2025-04-30 08:30 IST,2025-04-30 08:30 IST,2025-04-30 12:30 IST,2.25,2.2174,2.2635,1.45,24.14,35.0,14.48,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,7.29125159051351e+16,-2.5519380566797284e+16,4.739313533833782e+16,509374.8698,9836.3137,-188117.5181,321257.3517
631,ETHUSD,LONG,"[1722.00, 1760.30]",2025-04-30 18:30 IST,2025-04-30 18:30 IST,2025-04-30 18:30 IST,1750.725,1722.0,1761.2293,1.6407,21.33,35.0,12.8,FILLED_TP,0.3657,N/A,4.739313533833782e+16,6065863478396682.0,5.3458998816734504e+16,321257.3517,5482.3783,35635.4592,356892.8109
632,SOLUSD,SHORT,"[146.13, 148.62]",2025-05-01 01:30 IST,2025-05-01 01:30 IST,2025-05-01 01:30 IST,146.7517,148.62,145.8712,1.2731,27.49,35.0,16.5,FILLED_TP,0.4713,N/A,5.3458998816734504e+16,8818371964227300.0,6.227737078096181e+16,356892.8109,7849.5386,51022.0009,407914.8117
633,SOLUSD,SHORT,"[148.38, 150.36]",2025-05-01 11:30 IST,2025-05-01 11:30 IST,2025-05-01 13:30 IST,148.8787,150.363,147.9855,0.997,35.11,35.0,21.06,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,6.227737078096181e+16,-2.179707977333663e+16,4.0480291007625176e+16,407914.8117,11456.5317,-154226.7159,253688.0959
634,XRPUSD,LONG,"[2.19, 2.20]",2025-05-01 11:30 IST,2025-05-01 12:30 IST,2025-05-01 13:30 IST,2.1939,2.1868,2.2071,0.3248,100.0,32.48,60.0,FILLED_TP,1.8475,N/A,4.0480291007625176e+16,2.4288174604575104e+16,6.476846561220028e+16,253688.0959,20295.0477,131917.8099,385605.9058
635,ETHUSD,SHORT,"[1812.80, 1831.95]",2025-05-01 13:30 IST,2025-05-01 13:30 IST,2025-05-01 15:30 IST,1817.5875,1831.95,1806.682,0.7902,44.29,35.0,26.58,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,6.476846561220028e+16,-2.2668962964270096e+16,4.2099502647930184e+16,385605.9058,13663.6583,-148625.7253,236980.1804
636,SOLUSD,SHORT,"[150.06, 151.63]",2025-05-02 16:30 IST,2025-05-02 16:30 IST,2025-05-02 17:30 IST,150.4525,151.63,149.5498,0.7826,44.72,35.0,26.83,FILLED_TP,0.7666,N/A,4.2099502647930184e+16,1.12962618993538e+16,5.339576454728398e+16,236980.1804,8478.2955,55108.9208,292089.1012
637,ETHUSD,SHORT,"[1838.35, 1851.00]",2025-05-02 17:30 IST,2025-05-02 17:30 IST,2025-05-02 17:30 IST,1841.5125,1851.0,1830.4634,0.5152,67.93,35.0,40.76,FILLED_TP,1.1646,N/A,5.339576454728398e+16,2.176451462533277e+16,7.516027917261675e+16,292089.1012,15874.3615,103183.3497,395272.451
638,XRPUSD,LONG,"[2.19, 2.21]",2025-05-02 23:30 IST,2025-05-03 00:30 IST,2025-05-03 15:30 IST,2.2073,2.1909,2.2206,0.7441,47.04,35.0,28.22,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,7.516027917261675e+16,-2.630609771041586e+16,4.88541814622009e+16,395272.451,14873.5789,-153218.9367,242053.5142
639,BTCUSD,LONG,"[96294.00, 96674.00]",2025-05-03 02:30 IST,2025-05-03 02:30 IST,2025-05-03 08:30 IST,96579.0,96294.0,97158.474,0.2951,100.0,29.51,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,4.88541814622009e+16,-1.4416634792995636e+16,3.443754666920526e+16,242053.5142,19364.2811,-90793.113,151260.4012
640,ETHUSD,LONG,"[1812.45, 1826.40]",2025-05-03 12:30 IST,2025-05-03 13:30 IST,2025-05-03 18:30 IST,1822.9125,1812.45,1833.85,0.5739,60.98,35.0,36.59,FILLED_TP,1.0454,N/A,3.443754666920526e+16,1.2600328030061348e+16,4.703787469926661e+16,151260.4012,7379.2739,47965.2804,199225.6816
641,SOLUSD,SHORT,"[147.99, 149.02]",2025-05-03 17:30 IST,2025-05-03 18:30 IST,2025-05-03 21:30 IST,148.2468,149.02,147.3573,0.5216,67.1,35.0,40.26,FILLED_TP,1.1503,N/A,4.703787469926661e+16,1.8937918276436524e+16,6.597579297570314e+16,199225.6816,10694.7,69515.5498,268741.2314
642,XRPUSD,SHORT,"[2.20, 2.22]",2025-05-03 18:30 IST,2025-05-03 19:30 IST,2025-05-03 22:30 IST,2.2061,2.2195,2.1928,0.6085,57.51,35.0,34.51,FILLED_TP,0.986,N/A,6.597579297570314e+16,2.276721413233822e+16,8.874300710804136e+16,268741.2314,12365.1194,80373.2758,349114.5072
643,XRPUSD,SHORT,"[2.20, 2.21]",2025-05-04 20:30 IST,2025-05-04 20:30 IST,2025-05-04 21:30 IST,2.1998,2.2122,2.1866,0.566,61.84,35.0,37.1,FILLED_TP,1.0601,N/A,8.874300710804136e+16,3.2927397812082276e+16,1.2167040492012363e+17,349114.5072,17271.4938,112264.71,461379.2172
644,SOLUSD,SHORT,"[146.86, 147.88]",2025-05-04 22:30 IST,2025-05-04 22:30 IST,2025-05-05 00:30 IST,147.1135,147.88,146.2308,0.521,67.18,35.0,40.31,FILLED_TP,1.1516,N/A,1.2167040492012363e+17,4.903934003894911e+16,1.7070974495907274e+17,461379.2172,24794.5613,161164.6483,622543.8655
645,SOLUSD,SHORT,"[146.48, 147.75]",2025-05-05 11:30 IST,2025-05-05 11:30 IST,2025-05-05 15:30 IST,146.7968,147.75,145.916,0.6494,53.9,35.0,32.34,FILLED_TP,0.924,N/A,1.7070974495907274e+17,5.520612125043142e+16,2.2591586620950416e+17,622543.8655,26843.4058,174482.1374,797026.0029
646,ETHUSD,SHORT,"[1827.75, 1842.05]",2025-05-05 13:30 IST,2025-05-06 03:30 IST,2025-05-06 03:30 IST,1831.325,1842.05,1820.3371,0.5856,59.76,35.0,35.86,FILLED_TP,1.0245,N/A,2.2591586620950416e+17,8.100916407840184e+16,3.06925030287906e+17,797026.0029,38106.4635,247692.0124,1044718.0153
647,SOLUSD,LONG,"[140.45, 143.27]",2025-05-06 20:30 IST,2025-05-06 20:30 IST,2025-05-06 20:30 IST,142.5643,140.447,143.4196,1.4851,23.57,35.0,14.14,FILLED_TP,0.404,N/A,3.06925030287906e+17,4.340003644981316e+16,3.503250667377192e+17,1044718.0153,19696.7969,128029.18,1172747.1953
648,XRPUSD,SHORT,"[2.14, 2.16]",2025-05-06 23:30 IST,2025-05-07 00:30 IST,2025-05-07 01:30 IST,2.1444,2.1606,2.1315,0.7555,46.33,35.0,27.8,FILLED_TP,0.7942,N/A,3.503250667377192e+17,9.73825835516029e+16,4.4770765028932205e+17,1172747.1953,43466.3546,282531.3047,1455278.5
649,BTCUSD,SHORT,"[96756.00, 97458.00]",2025-05-08 02:30 IST,2025-05-08 02:30 IST,2025-05-08 05:30 IST,96931.5,97458.0,96349.911,0.5432,64.44,35.0,38.66,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,4.4770765028932205e+17,-1.5669767760126272e+17,2.910099726880593e+17,1455278.5,75018.9018,-584366.3768,870912.1232
650,BTCUSD,SHORT,"[97004.50, 97849.00]",2025-05-08 05:30 IST,2025-05-08 05:30 IST,2025-05-08 06:30 IST,97215.625,97849.0,96632.3313,0.6515,53.72,35.0,32.23,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,2.910099726880593e+17,-1.0185349044082075e+17,1.891564822472386e+17,870912.1232,37428.9395,-342248.1826,528663.9405
651,BTCUSD,SHORT,"[98749.50, 99432.00]",2025-05-08 08:30 IST,2025-05-08 08:30 IST,2025-05-08 13:30 IST,98920.125,99432.0,98326.6043,0.5175,67.64,35.0,40.58,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,1.891564822472386e+17,-6.62047687865335e+16,1.2295171346070509e+17,528663.9405,28606.0872,-213638.4663,315025.4742
652,XRPUSD,LONG,"[2.32, 2.37]",2025-05-10 08:30 IST,2025-05-10 09:30 IST,2025-05-10 10:30 IST,2.3567,2.3242,2.3708,1.378,25.4,35.0,15.24,FILLED_TP,0.4354,N/A,1.2295171346070509e+17,1.8737188039168908e+16,1.41688901499874e+17,315025.4742,6401.0945,41607.1144,356632.5886
653,SOLUSD,SHORT,"[171.14, 173.40]",2025-05-10 18:30 IST,2025-05-10 18:30 IST,2025-05-10 19:30 IST,171.7028,173.4,170.6725,0.9885,35.41,35.0,21.24,FILLED_TP,0.607,N/A,1.41688901499874e+17,3.010139075988559e+16,1.7179029225975958e+17,356632.5886,10102.0727,65663.4727,422296.0613
654,SOLUSD,SHORT,"[174.04, 179.32]",2025-05-11 02:30 IST,2025-05-11 04:30 IST,2025-05-11 05:30 IST,175.3637,179.32,174.3116,2.256,15.51,35.0,9.31,FILLED_SL,-1.0,DUAL_TOUCH_AMBIGUITY,1.7179029225975958e+17,-6.012660229091585e+16,1.1166368996884374e+17,422296.0613,5241.2051,-153044.8266,269251.2347
655,XRPUSD,LONG,"[2.37, 2.41]",2025-05-11 06:30 IST,2025-05-11 06:30 IST,2025-05-11 06:30 IST,2.398,2.3693,2.4123,1.1948,29.29,35.0,17.58,FILLED_TP,0.5022,N/A,1.1166368996884374e+17,1.9626676623303696e+16,1.3129036659214744e+17,269251.2347,6310.0272,41015.1769,310266.4115
656,SOLUSD,LONG,"[168.71, 170.68]",2025-05-11 21:30 IST,2025-05-11 21:30 IST,2025-05-11 21:30 IST,170.1843,168.712,171.2054,0.8651,40.46,35.0,24.27,FILLED_TP,0.6936,N/A,1.3129036659214744e+17,3.187057931634527e+16,1.631609459084927e+17,310266.4115,10042.24,65274.56,375540.9715
657,ETHUSD,LONG,"[2485.30, 2521.60]",2025-05-12 19:30 IST,2025-05-12 19:30 IST,2025-05-12 19:30 IST,2512.525,2485.3,2527.6002,1.0836,32.3,35.0,19.38,FILLED_TP,0.5537,N/A,1.631609459084927e+17,3.1621175640012772e+16,1.9478212154850547e+17,375540.9715,9704.158,63077.0272,438617.9987
658,SOLUSD,SHORT,"[174.06, 177.23]",2025-05-13 04:30 IST,2025-05-13 16:30 IST,2025-05-13 16:30 IST,174.8515,177.226,173.8024,1.358,25.77,35.0,15.46,FILLED_TP,0.4418,N/A,1.9478212154850547e+17,3.0120735676761628e+16,2.249028572252671e+17,438617.9987,9043.6067,58783.4438,497401.4425
659,XRPUSD,SHORT,"[2.56, 2.60]",2025-05-14 09:30 IST,2025-05-14 09:30 IST,2025-05-14 09:30 IST,2.5737,2.6023,2.5583,1.1103,31.52,35.0,18.91,FILLED_TP,0.5404,N/A,2.249028572252671e+17,4.253928339616485e+16,2.6744214062143194e+17,497401.4425,12544.1424,81536.9253,578938.3678
660,XRPUSD,LONG,"[2.54, 2.57]",2025-05-14 13:30 IST,2025-05-14 14:30 IST,2025-05-14 14:30 IST,2.5622,2.541,2.5776,0.8284,42.25,35.0,25.35,FILLED_TP,0.7243,N/A,2.6744214062143194e+17,6.779828369294952e+16,3.3524042431438144e+17,578938.3678,19568.6078,127195.9507,706134.3185
661,XRPUSD,LONG,"[2.50, 2.54]",2025-05-15 07:30 IST,2025-05-15 07:30 IST,2025-05-15 10:30 IST,2.5313,2.5041,2.5465,1.0755,32.54,35.0,19.53,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,3.3524042431438144e+17,-1.173341485100335e+17,2.1790627580434794e+17,706134.3185,18383.3802,-265530.3917,440603.9268
662,ETHUSD,SHORT,"[2542.80, 2579.50]",2025-05-15 20:30 IST,2025-05-15 20:30 IST,2025-05-15 20:30 IST,2551.975,2579.5,2536.6632,1.0786,32.45,35.0,19.47,FILLED_TP,0.5563,N/A,2.1790627580434794e+17,4.242658939913524e+16,2.6033286520348317e+17,440603.9268,11438.142,74347.9228,514951.8496
663,ETHUSD,SHORT,"[2606.50, 2646.40]",2025-05-16 14:30 IST,2025-05-16 14:30 IST,2025-05-16 14:30 IST,2616.475,2646.4,2600.7761,1.1437,30.6,35.0,18.36,FILLED_TP,0.5246,N/A,2.6033286520348317e+17,4.780031112163364e+16,3.081331763251168e+17,514951.8496,12606.8645,81944.6191,596896.4687
664,SOLUSD,LONG,"[169.31, 172.34]",2025-05-16 19:30 IST,2025-05-16 19:30 IST,2025-05-16 19:30 IST,171.5857,169.3107,172.6152,1.3259,26.4,35.0,15.84,FILLED_TP,0.4525,N/A,3.081331763251168e+17,4.880475697721649e+16,3.569379333023333e+17,596896.4687,12605.5396,81936.0072,678832.4758
665,BTCUSD,LONG,"[102509.50, 103192.00]",2025-05-17 14:30 IST,2025-05-17 14:30 IST,2025-05-18 10:30 IST,103021.375,102509.5,103639.5032,0.4969,70.44,35.0,42.27,FILLED_TP,1.2076,N/A,3.569379333023333e+17,1.508604581680602e+17,5.077983914703935e+17,678832.4758,38254.6352,248655.1291,927487.6049
666,BTCUSD,SHORT,"[103798.50, 104535.00]",2025-05-18 13:30 IST,2025-05-18 13:30 IST,2025-05-18 18:30 IST,103982.625,104535.0,103358.7293,0.5312,65.89,35.0,39.53,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,5.077983914703935e+17,-1.777294370146377e+17,3.300689544557558e+17,927487.6049,48886.9461,-373507.6078,553979.9971
667,SOLUSD,LONG,"[164.29, 167.00]",2025-05-19 07:30 IST,2025-05-19 07:30 IST,2025-05-19 07:30 IST,166.3257,164.291,167.3237,1.2234,28.61,35.0,17.17,FILLED_TP,0.4905,N/A,3.300689544557558e+17,5.665945666214309e+16,3.867284111178989e+17,553979.9971,12679.4539,82416.4502,636396.4474
668,BTCUSD,LONG,"[103229.50, 104208.50]",2025-05-19 08:30 IST,2025-05-19 08:30 IST,2025-05-19 08:30 IST,103963.75,103229.5,104587.5325,0.7063,49.56,35.0,29.73,FILLED_TP,0.8496,N/A,3.867284111178989e+17,1.1499086862492715e+17,5.0171927974282605e+17,636396.4474,25230.3781,163997.4577,800393.905
669,BTCUSD,LONG,"[101322.50, 102368.50]",2025-05-19 11:30 IST,2025-05-19 11:30 IST,2025-05-19 11:30 IST,102107.0,101322.5,102719.642,0.7683,45.55,35.0,27.33,FILLED_TP,0.7809,N/A,5.0171927974282605e+17,1.3713321356669413e+17,6.388524933095201e+17,800393.905,29169.1902,189599.7364,989993.6415
670,SOLUSD,SHORT,"[166.10, 170.12]",2025-05-20 04:30 IST,2025-05-20 05:30 IST,2025-05-20 06:30 IST,167.1085,170.125,166.1058,1.8051,19.39,35.0,11.63,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,6.388524933095201e+17,-2.2359837265833203e+17,4.152541206511881e+17,989993.6415,15356.2668,-361854.0413,628139.6002
671,ETHUSD,LONG,"[2475.30, 2519.00]",2025-05-20 15:30 IST,2025-05-20 15:30 IST,2025-05-20 15:30 IST,2508.075,2475.3,2523.1235,1.3068,26.78,35.0,16.07,FILLED_TP,0.4591,N/A,4.152541206511881e+17,6.6731527236299144e+16,4.819856478874872e+17,628139.6002,13458.9762,87483.3451,715622.9453
672,BTCUSD,LONG,"[105889.00, 106857.00]",2025-05-21 12:30 IST,2025-05-21 12:30 IST,2025-05-21 12:30 IST,106615.0,105889.0,107254.69,0.681,51.4,35.0,30.84,FILLED_TP,0.8811,N/A,4.819856478874872e+17,1.486397929531699e+17,6.306254408406572e+17,715622.9453,29425.5087,191265.8063,906888.7516
