trade_number,datetime,exit_datetime,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_pct,entry,sl,tp,sl_distance,tp_distance,tp_price_move_pct,planned_rr,leverage,starting_capital_35pct,notional_size_35pct,margin_used_35pct,risk_amount_35pct,gross_pnl_35pct,fees_35pct,net_pnl_35pct,ending_capital_35pct,starting_capital_10pct,net_pnl_10pct,ending_capital_10pct,starting_capital_1pct,net_pnl_1pct,ending_capital_1pct,outcome,r_multiple,holding_time_hours,exit_reason,global_trade_lock_state,ambiguity_status
312,2025-02-09T23:00:00+00:00,2025-02-10T00:00:00+00:00,BTCUSD,SHORT,BTCUSD_6095_BEARISH_6092_6093,96736.0,95992.5,743.5,0.7711,96178.375,96736.0,95505.1264,557.625,673.2486,0.7,1.2074,60,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5161,-0.0152,1.5009,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
313,2025-02-10T01:00:00+00:00,2025-02-10T13:00:00+00:00,SOLUSD,LONG,SOLUSD_6097_BULLISH_6093_6096,199.73,193.36,6.37,3.2126,198.1375,193.36,199.5245,4.7775,1.387,0.7,0.2903,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5009,0.0044,1.5053,TP_HIT,0.2903,12,TP_HIT,ACTIVE,UNAMBIGUOUS
314,2025-02-11T15:00:00+00:00,2025-02-11T19:00:00+00:00,SOLUSD,LONG,SOLUSD_6135_BULLISH_6098_6104,199.45,195.744,3.706,1.8596,198.5235,195.744,199.9132,2.7795,1.3897,0.7,0.5,24,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5053,-0.0151,1.4902,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
315,2025-02-12T09:00:00+00:00,2025-02-12T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_6153_BEARISH_6142_6147,199.29,196.1,3.19,1.6231,196.8975,199.29,195.5192,2.3925,1.3783,0.7,0.5761,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4902,0.0086,1.4988,TP_HIT,0.5761,4,TP_HIT,ACTIVE,UNAMBIGUOUS
316,2025-02-14T17:00:00+00:00,2025-02-14T19:00:00+00:00,ETHUSD,SHORT,ETHUSD_6209_BEARISH_6038_6043,2796.0,2762.5,33.5,1.2082,2770.875,2796.0,2751.4789,25.125,19.3961,0.7,0.772,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4988,0.0116,1.5104,TP_HIT,0.772,2,TP_HIT,ACTIVE,UNAMBIGUOUS
317,2025-02-15T18:00:00+00:00,2025-02-16T05:00:00+00:00,ETHUSD,SHORT,ETHUSD_6234_BEARISH_6227_6230,2713.85,2698.35,15.5,0.5738,2702.225,2713.85,2683.3094,11.625,18.9156,0.7,1.6271,81,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5104,-0.0151,1.4953,SL_HIT,-1.0,11,SL_HIT,ACTIVE,UNAMBIGUOUS
318,2025-02-16T07:00:00+00:00,2025-02-16T14:00:00+00:00,ETHUSD,LONG,ETHUSD_6247_BULLISH_6236_6245,2695.85,2677.65,18.2,0.6755,2691.3,2677.65,2710.1391,13.65,18.8391,0.7,1.3802,69,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.4953,-0.015,1.4803,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
319,2025-02-17T23:00:00+00:00,2025-02-18T05:00:00+00:00,SOLUSD,LONG,SOLUSD_6287_BULLISH_5437_5485,178.185,174.183,4.002,2.2558,177.1845,174.183,178.4248,3.0015,1.2403,0.7,0.4132,20,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.4803,-0.0148,1.4655,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
320,2025-02-18T12:00:00+00:00,2025-02-18T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_6300_BEARISH_6290_6294,96296.5,95972.0,324.5,0.3375,96053.125,96296.5,95380.7531,243.375,672.3719,0.7,2.7627,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.4655,-0.0147,1.4509,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
321,2025-02-18T23:00:00+00:00,2025-02-19T10:00:00+00:00,ETHUSD,SHORT,ETHUSD_6311_BEARISH_6302_6304,2731.55,2670.4,61.15,2.2898,2685.6875,2731.55,2666.8877,45.8625,18.7998,0.7,0.4099,20,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.4509,-0.0145,1.4364,SL_HIT,-1.0,11,SL_HIT,ACTIVE,UNAMBIGUOUS
322,2025-02-20T08:00:00+00:00,2025-02-21T09:00:00+00:00,ETHUSD,SHORT,ETHUSD_6344_BEARISH_6285_6293,2776.4,2730.55,45.85,1.6783,2742.0125,2776.4,2722.8184,34.3875,19.1941,0.7,0.5582,27,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.4364,-0.0144,1.422,SL_HIT,-1.0,25,SL_HIT,ACTIVE,UNAMBIGUOUS
323,2025-02-21T19:00:00+00:00,2025-02-21T20:00:00+00:00,BTCUSD,LONG,BTCUSD_6379_BULLISH_6317_6322,95308.0,95012.5,295.5,0.3103,95234.125,95012.5,95900.7639,221.625,666.6389,0.7,3.008,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.422,-0.0142,1.4078,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
324,2025-02-22T23:00:00+00:00,2025-02-23T00:00:00+00:00,XRPUSD,LONG,XRPUSD_6407_BULLISH_6387_6401,2.5739,2.5601,0.0138,0.5364,2.5705,2.5601,2.5884,0.0104,0.018,0.7,1.7385,86,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.4078,-0.0141,1.3937,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
325,2025-02-23T09:00:00+00:00,2025-02-23T11:00:00+00:00,SOLUSD,LONG,SOLUSD_6417_BULLISH_6387_6393,171.37,169.7306,1.6394,0.9575,170.9601,169.7306,172.1569,1.2295,1.1967,0.7,0.9733,48,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.3937,-0.0139,1.3798,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
326,2025-02-23T16:00:00+00:00,2025-02-23T23:00:00+00:00,ETHUSD,SHORT,ETHUSD_6424_BEARISH_6373_6375,2844.9,2800.8,44.1,1.5722,2811.825,2844.9,2792.1422,33.075,19.6828,0.7,0.5951,29,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.3798,-0.0138,1.366,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
327,2025-02-25T20:00:00+00:00,2025-02-25T22:00:00+00:00,ETHUSD,SHORT,ETHUSD_6476_BEARISH_6458_6463,2523.45,2473.1,50.35,2.0197,2485.6875,2523.45,2468.2877,37.7625,17.3998,0.7,0.4608,23,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.366,-0.0137,1.3523,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
328,2025-02-27T14:00:00+00:00,2025-02-27T20:00:00+00:00,XRPUSD,LONG,XRPUSD_6518_BULLISH_6505_6514,2.2151,2.1586,0.0565,2.5878,2.201,2.1586,2.2164,0.0424,0.0154,0.7,0.3636,18,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.3523,-0.0135,1.3388,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
329,2025-03-01T00:00:00+00:00,2025-03-01T06:00:00+00:00,SOLUSD,LONG,SOLUSD_6552_BULLISH_6543_6551,147.79,143.649,4.141,2.8377,146.7548,143.649,147.782,3.1058,1.0273,0.7,0.3308,16,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.3388,-0.0134,1.3254,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
330,2025-03-01T06:00:00+00:00,2025-03-01T11:00:00+00:00,ETHUSD,LONG,ETHUSD_6558_BULLISH_6546_6554,2254.3,2192.45,61.85,2.7667,2238.8375,2192.45,2254.5094,46.3875,15.6719,0.7,0.3378,16,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.3254,-0.0133,1.3122,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
331,2025-03-02T06:00:00+00:00,2025-03-02T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_6582_BEARISH_6514_6529,87061.0,86007.0,1054.0,1.2223,86270.5,87061.0,85666.6065,790.5,603.8935,0.7,0.7639,38,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.3122,-0.0131,1.299,SL_HIT,-1.0,9,SL_HIT,ACTIVE,UNAMBIGUOUS
332,2025-03-03T19:00:00+00:00,2025-03-03T22:00:00+00:00,BTCUSD,LONG,BTCUSD_6619_BULLISH_6590_6591,85871.5,85013.5,858.0,1.0029,85657.0,85013.5,86256.599,643.5,599.599,0.7,0.9318,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.299,0.0121,1.3111,TP_HIT,0.9318,3,TP_HIT,ACTIVE,UNAMBIGUOUS
333,2025-03-05T14:00:00+00:00,2025-03-05T20:00:00+00:00,ETHUSD,LONG,ETHUSD_6662_BULLISH_6649_6657,2192.0,2154.2,37.8,1.7416,2182.55,2154.2,2197.8279,28.35,15.2778,0.7,0.5389,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3111,0.0071,1.3182,TP_HIT,0.5389,6,TP_HIT,ACTIVE,UNAMBIGUOUS
334,2025-03-06T17:00:00+00:00,2025-03-07T00:00:00+00:00,BTCUSD,LONG,BTCUSD_6689_BULLISH_6664_6673,89228.5,87558.0,1670.5,1.8858,88810.875,87558.0,89432.5511,1252.875,621.6761,0.7,0.4962,24,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.3182,-0.0132,1.305,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
335,2025-03-07T10:00:00+00:00,2025-03-07T14:00:00+00:00,ETHUSD,SHORT,ETHUSD_6706_BEARISH_6694_6696,2228.5,2194.05,34.45,1.5689,2202.6625,2228.5,2187.2439,25.8375,15.4186,0.7,0.5968,29,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.305,-0.0131,1.292,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
336,2025-03-08T12:00:00+00:00,2025-03-09T10:00:00+00:00,XRPUSD,SHORT,XRPUSD_6732_BEARISH_6724_6731,2.3742,2.3304,0.0438,1.8773,2.3414,2.3742,2.325,0.0328,0.0164,0.7,0.4989,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.292,0.0064,1.2984,TP_HIT,0.4989,22,TP_HIT,ACTIVE,UNAMBIGUOUS
337,2025-03-09T10:00:00+00:00,2025-03-09T14:00:00+00:00,SOLUSD,LONG,SOLUSD_6754_BULLISH_6637_6641,136.29,132.587,3.703,2.7244,135.3642,132.587,136.3118,2.7773,0.9475,0.7,0.3412,17,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2984,-0.013,1.2854,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
338,2025-03-09T16:00:00+00:00,2025-03-09T23:00:00+00:00,SOLUSD,LONG,SOLUSD_6760_BULLISH_6532_6542,129.121,125.529,3.592,2.8082,128.223,125.529,129.1206,2.694,0.8976,0.7,0.3332,16,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2854,-0.0129,1.2726,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
339,2025-03-10T13:00:00+00:00,2025-03-10T14:00:00+00:00,XRPUSD,LONG,XRPUSD_6781_BULLISH_6768_6779,2.1739,2.0859,0.088,4.0947,2.1519,2.0859,2.167,0.066,0.0151,0.7,0.2282,11,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2726,-0.0127,1.2599,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
340,2025-03-11T18:00:00+00:00,2025-03-14T14:00:00+00:00,SOLUSD,SHORT,SOLUSD_6810_BEARISH_6777_6782,131.481,126.11,5.371,4.2122,127.4527,131.481,126.5606,4.0282,0.8922,0.7,0.2215,11,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2599,-0.0126,1.2473,SL_HIT,-1.0,68,SL_HIT,ACTIVE,UNAMBIGUOUS
341,2025-03-16T02:00:00+00:00,2025-03-16T09:00:00+00:00,ETHUSD,LONG,ETHUSD_6914_BULLISH_6896_6903,1921.45,1911.5,9.95,0.518,1918.9625,1911.5,1932.3952,7.4625,13.4327,0.7,1.8,90,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2473,-0.0125,1.2348,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
342,2025-03-16T09:00:00+00:00,2025-03-16T11:00:00+00:00,XRPUSD,LONG,XRPUSD_6921_BULLISH_6885_6889,2.353,2.3309,0.0221,0.9403,2.3475,2.3309,2.3639,0.0166,0.0164,0.7,0.9914,49,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2348,-0.0123,1.2224,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
343,2025-03-17T03:00:00+00:00,2025-03-17T06:00:00+00:00,BTCUSD,SHORT,BTCUSD_6939_BEARISH_6929_6934,84082.0,83435.0,647.0,0.7735,83596.75,84082.0,83011.5728,485.25,585.1772,0.7,1.2059,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2224,0.0147,1.2372,TP_HIT,1.2059,3,TP_HIT,ACTIVE,UNAMBIGUOUS
344,2025-03-18T00:00:00+00:00,2025-03-18T01:00:00+00:00,XRPUSD,LONG,XRPUSD_6960_BULLISH_6950_6954,2.3339,2.3052,0.0287,1.2361,2.3267,2.3052,2.343,0.0215,0.0163,0.7,0.7567,37,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2372,-0.0124,1.2248,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
345,2025-03-18T01:00:00+00:00,2025-03-18T06:00:00+00:00,BTCUSD,LONG,BTCUSD_6961_BULLISH_6950_6953,83328.0,82384.0,944.0,1.1356,83092.0,82384.0,83673.644,708.0,581.644,0.7,0.8215,41,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2248,-0.0122,1.2126,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
346,2025-03-18T11:00:00+00:00,2025-03-19T10:00:00+00:00,XRPUSD,LONG,XRPUSD_6971_BULLISH_6857_6879,2.2725,2.2143,0.0582,2.574,2.258,2.2143,2.2738,0.0436,0.0158,0.7,0.3621,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2126,0.0044,1.2169,TP_HIT,0.3621,23,TP_HIT,ACTIVE,UNAMBIGUOUS
347,2025-03-22T03:00:00+00:00,2025-03-22T09:00:00+00:00,ETHUSD,SHORT,ETHUSD_7059_BEARISH_7033_7044,1995.8,1983.55,12.25,0.6172,1986.6125,1995.8,1972.7062,9.1875,13.9063,0.7,1.5136,75,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2169,-0.0122,1.2048,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
348,2025-03-22T14:00:00+00:00,2025-03-23T07:00:00+00:00,SOLUSD,LONG,SOLUSD_7070_BULLISH_7054_7065,129.23,127.47,1.76,1.3665,128.79,127.47,129.6915,1.32,0.9015,0.7,0.683,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2048,0.0082,1.213,TP_HIT,0.683,17,TP_HIT,ACTIVE,UNAMBIGUOUS
349,2025-03-24T01:00:00+00:00,2025-03-24T03:00:00+00:00,ETHUSD,LONG,ETHUSD_7105_BULLISH_7079_7083,1984.65,1973.85,10.8,0.5456,1981.95,1973.85,1995.8236,8.1,13.8736,0.7,1.7128,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.213,0.0208,1.2338,TP_HIT,1.7128,2,TP_HIT,ACTIVE,UNAMBIGUOUS
350,2025-03-28T17:00:00+00:00,2025-03-29T09:00:00+00:00,ETHUSD,LONG,ETHUSD_7217_BULLISH_6931_6994,1895.7,1858.4,37.3,1.9803,1886.375,1858.4,1899.5796,27.975,13.2046,0.7,0.472,23,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2338,-0.0123,1.2214,SL_HIT,-1.0,16,SL_HIT,ACTIVE,UNAMBIGUOUS
351,2025-03-29T14:00:00+00:00,2025-03-30T03:00:00+00:00,XRPUSD,LONG,XRPUSD_7238_BULLISH_6806_6810,2.1289,2.0554,0.0735,3.4729,2.1105,2.0554,2.1253,0.0551,0.0148,0.7,0.268,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2214,0.0033,1.2247,TP_HIT,0.268,13,TP_HIT,ACTIVE,UNAMBIGUOUS
352,2025-03-31T07:00:00+00:00,2025-03-31T12:00:00+00:00,BTCUSD,LONG,BTCUSD_7279_BULLISH_6974_6993,81935.5,81113.0,822.5,1.0043,81729.875,81113.0,82301.9841,616.875,572.1091,0.7,0.9274,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2247,0.0114,1.2361,TP_HIT,0.9274,5,TP_HIT,ACTIVE,UNAMBIGUOUS
353,2025-03-31T14:00:00+00:00,2025-03-31T15:00:00+00:00,ETHUSD,SHORT,ETHUSD_7286_BEARISH_7256_7261,1848.4,1836.85,11.55,0.6279,1839.7375,1848.4,1826.8593,8.6625,12.8782,0.7,1.4867,74,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2361,-0.0124,1.2237,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
354,2025-04-02T00:00:00+00:00,2025-04-02T06:00:00+00:00,ETHUSD,LONG,ETHUSD_7320_BULLISH_7304_7311,1891.65,1853.7,37.95,2.0089,1882.1625,1853.7,1895.3376,28.4625,13.1751,0.7,0.4629,23,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2237,-0.0122,1.2115,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
355,2025-04-02T09:00:00+00:00,2025-04-02T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_7329_BEARISH_7319_7323,85510.0,84927.0,583.0,0.686,85072.75,85510.0,84477.2407,437.25,595.5093,0.7,1.3619,68,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2115,-0.0121,1.1994,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
356,2025-04-02T21:00:00+00:00,2025-04-02T22:00:00+00:00,XRPUSD,LONG,XRPUSD_7341_BULLISH_7327_7335,2.1114,2.0659,0.0455,2.1633,2.1,2.0659,2.1147,0.0341,0.0147,0.7,0.4308,21,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1994,-0.012,1.1874,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
357,2025-04-02T22:00:00+00:00,2025-04-03T12:00:00+00:00,SOLUSD,LONG,SOLUSD_7342_BULLISH_6793_6796,119.182,113.86,5.322,4.4866,117.8515,113.86,118.6765,3.9915,0.825,0.7,0.2067,10,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1874,-0.0119,1.1755,SL_HIT,-1.0,14,SL_HIT,ACTIVE,UNAMBIGUOUS
358,2025-04-03T17:00:00+00:00,2025-04-04T16:00:00+00:00,SOLUSD,LONG,SOLUSD_7361_BULLISH_1571_1574,116.577,110.569,6.008,5.2627,115.075,110.569,115.8805,4.506,0.8055,0.7,0.1788,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1755,0.0021,1.1776,TP_HIT,0.1788,23,TP_HIT,ACTIVE,UNAMBIGUOUS
359,2025-04-04T17:00:00+00:00,2025-04-04T20:00:00+00:00,BTCUSD,SHORT,BTCUSD_7385_BEARISH_7377_7378,84680.0,84091.0,589.0,0.6976,84238.25,84680.0,83648.5823,441.75,589.6677,0.7,1.3348,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1776,0.0157,1.1933,TP_HIT,1.3348,3,TP_HIT,ACTIVE,UNAMBIGUOUS
360,2025-04-05T15:00:00+00:00,2025-04-05T23:00:00+00:00,XRPUSD,LONG,XRPUSD_7407_BULLISH_7395_7402,2.1226,2.113,0.0096,0.4525,2.1202,2.113,2.135,0.0072,0.0148,0.7,2.0613,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1933,0.0246,1.2179,TP_HIT,2.0613,8,TP_HIT,ACTIVE,UNAMBIGUOUS
361,2025-04-06T13:00:00+00:00,2025-04-06T17:00:00+00:00,SOLUSD,LONG,SOLUSD_7429_BULLISH_7379_7384,115.454,113.2477,2.2063,1.9242,114.9024,113.2477,115.7067,1.6547,0.8043,0.7,0.4861,24,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2179,-0.0122,1.2057,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
362,2025-04-08T16:00:00+00:00,2025-04-08T17:00:00+00:00,XRPUSD,LONG,XRPUSD_7480_BULLISH_7471_7475,1.8691,1.8468,0.0223,1.1971,1.8635,1.8468,1.8766,0.0167,0.013,0.7,0.78,38,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.2057,-0.0121,1.1937,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
363,2025-04-09T04:00:00+00:00,2025-04-09T06:00:00+00:00,SOLUSD,SHORT,SOLUSD_7492_BEARISH_7488_7491,106.522,104.175,2.347,2.2324,104.7618,106.522,104.0284,1.7602,0.7333,0.7,0.4166,20,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1937,-0.0119,1.1817,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
364,2025-04-09T11:00:00+00:00,2025-04-09T17:00:00+00:00,SOLUSD,LONG,SOLUSD_7499_BULLISH_7489_7495,105.0,101.259,3.741,3.6183,104.0648,101.259,104.7932,2.8058,0.7285,0.7,0.2596,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1817,0.0031,1.1848,TP_HIT,0.2596,6,TP_HIT,ACTIVE,UNAMBIGUOUS
365,2025-04-11T01:00:00+00:00,2025-04-11T18:00:00+00:00,XRPUSD,SHORT,XRPUSD_7537_BEARISH_7524_7527,2.0451,1.9871,0.058,2.9095,2.0016,2.0451,1.9876,0.0435,0.014,0.7,0.3221,16,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1848,-0.0118,1.173,SL_HIT,-1.0,17,SL_HIT,ACTIVE,UNAMBIGUOUS
366,2025-04-13T13:00:00+00:00,2025-04-13T16:00:00+00:00,XRPUSD,LONG,XRPUSD_7597_BULLISH_7589_7592,2.1445,2.1261,0.0184,0.8587,2.1399,2.1261,2.1549,0.0138,0.015,0.7,1.0855,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.173,0.0127,1.1857,TP_HIT,1.0855,3,TP_HIT,ACTIVE,UNAMBIGUOUS
367,2025-04-13T16:00:00+00:00,2025-04-13T17:00:00+00:00,SOLUSD,SHORT,SOLUSD_7600_BEARISH_7593_7597,131.547,129.436,2.111,1.6289,129.9638,131.547,129.054,1.5832,0.9097,0.7,0.5746,28,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1857,-0.0119,1.1738,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
368,2025-04-13T19:00:00+00:00,2025-04-13T20:00:00+00:00,SOLUSD,LONG,SOLUSD_7603_BULLISH_7597_7601,130.117,126.8,3.317,2.5876,129.2877,126.8,130.1928,2.4877,0.905,0.7,0.3638,18,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1738,-0.0117,1.1621,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
369,2025-04-14T00:00:00+00:00,2025-04-14T02:00:00+00:00,SOLUSD,SHORT,SOLUSD_7608_BEARISH_7601_7604,132.547,129.4439,3.1031,2.3819,130.2197,132.547,129.3081,2.3273,0.9115,0.7,0.3917,19,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1621,-0.0116,1.1505,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
370,2025-04-14T15:00:00+00:00,2025-04-14T21:00:00+00:00,ETHUSD,LONG,ETHUSD_7623_BULLISH_7615_7618,1636.05,1611.9,24.15,1.4837,1630.0125,1611.9,1641.4226,18.1125,11.4101,0.7,0.63,31,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1505,-0.0115,1.139,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
371,2025-04-15T05:00:00+00:00,2025-04-15T18:00:00+00:00,SOLUSD,SHORT,SOLUSD_7637_BEARISH_7622_7623,134.746,131.08,3.666,2.7934,131.9965,134.746,131.0725,2.7495,0.924,0.7,0.3361,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.139,0.0038,1.1428,TP_HIT,0.3361,13,TP_HIT,ACTIVE,UNAMBIGUOUS
