trade_number,datetime,exit_datetime,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_pct,entry,sl,tp,sl_distance,tp_distance,tp_price_move_pct,planned_rr,leverage,starting_capital_35pct,notional_size_35pct,margin_used_35pct,risk_amount_35pct,gross_pnl_35pct,fees_35pct,net_pnl_35pct,ending_capital_35pct,starting_capital_10pct,net_pnl_10pct,ending_capital_10pct,starting_capital_1pct,net_pnl_1pct,ending_capital_1pct,outcome,r_multiple,holding_time_hours,exit_reason,global_trade_lock_state,ambiguity_status
252,2024-12-23T20:00:00+00:00,2024-12-24T13:00:00+00:00,XRPUSD,SHORT,XRPUSD_4940_BEARISH_4905_4921,2.2928,2.2374,0.0554,2.4741,2.2513,2.2928,2.2355,0.0415,0.0158,0.7,0.3793,18,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.1786,-0.0218,2.1568,SL_HIT,-1.0,17,SL_HIT,ACTIVE,UNAMBIGUOUS
253,2024-12-24T13:00:00+00:00,2024-12-24T14:00:00+00:00,BTCUSD,SHORT,BTCUSD_4957_BEARISH_4931_4934,96500.0,95775.0,725.0,0.7547,95956.25,96500.0,95284.5562,543.75,671.6938,0.7,1.2353,61,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.1568,-0.0216,2.1352,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
254,2024-12-24T22:00:00+00:00,2024-12-25T21:00:00+00:00,BTCUSD,SHORT,BTCUSD_4966_BEARISH_4879_4884,99485.0,98446.0,1039.0,1.0524,98705.75,99485.0,98014.8098,779.25,690.9402,0.7,0.8867,44,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.1352,-0.0214,2.1138,SL_HIT,-1.0,23,SL_HIT,ACTIVE,UNAMBIGUOUS
255,2024-12-26T04:00:00+00:00,2024-12-26T08:00:00+00:00,BTCUSD,LONG,BTCUSD_4996_BULLISH_4980_4991,98624.5,97589.0,1035.5,1.0539,98365.625,97589.0,99054.1844,776.625,688.5594,0.7,0.8866,44,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.1138,-0.0211,2.0927,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
256,2024-12-27T13:00:00+00:00,2024-12-27T16:00:00+00:00,XRPUSD,LONG,XRPUSD_5029_BULLISH_5023_5025,2.1862,2.1268,0.0594,2.7172,2.1713,2.1268,2.1865,0.0446,0.0152,0.7,0.3412,17,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.0927,-0.0209,2.0718,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
257,2024-12-27T16:00:00+00:00,2024-12-27T17:00:00+00:00,BTCUSD,LONG,BTCUSD_5032_BULLISH_4951_4957,94280.5,93777.0,503.5,0.5348,94154.625,93777.0,94813.7074,377.625,659.0824,0.7,1.7453,87,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.0718,-0.0207,2.0511,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
258,2024-12-27T21:00:00+00:00,2024-12-28T15:00:00+00:00,SOLUSD,LONG,SOLUSD_5037_BULLISH_4935_4939,185.62,180.669,4.951,2.6814,184.3822,180.669,185.6729,3.7132,1.2907,0.7,0.3476,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0511,0.0071,2.0582,TP_HIT,0.3476,18,TP_HIT,ACTIVE,UNAMBIGUOUS
259,2024-12-29T14:00:00+00:00,2024-12-29T17:00:00+00:00,SOLUSD,LONG,SOLUSD_5078_BULLISH_5066_5070,194.201,192.348,1.853,0.9563,193.7378,192.348,195.0939,1.3897,1.3562,0.7,0.9758,48,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.0582,-0.0206,2.0376,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
260,2024-12-29T17:00:00+00:00,2024-12-29T20:00:00+00:00,XRPUSD,LONG,XRPUSD_5081_BULLISH_5039_5056,2.1479,2.1329,0.015,0.6989,2.1441,2.1329,2.1592,0.0112,0.015,0.7,1.3341,66,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.0376,-0.0204,2.0172,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
261,2024-12-30T17:00:00+00:00,2024-12-30T18:00:00+00:00,BTCUSD,SHORT,BTCUSD_5105_BEARISH_5100_5101,94252.0,93674.5,577.5,0.6157,93818.875,94252.0,93162.1429,433.125,656.7321,0.7,1.5163,75,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,2.0172,-0.0202,1.9971,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
262,2024-12-30T18:00:00+00:00,2024-12-30T19:00:00+00:00,SOLUSD,SHORT,SOLUSD_5106_BEARISH_5100_5101,194.76,192.79,1.97,1.013,193.2825,194.76,191.9295,1.4775,1.353,0.7,0.9157,45,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.9971,-0.02,1.9771,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
263,2024-12-30T19:00:00+00:00,2024-12-31T00:00:00+00:00,XRPUSD,SHORT,XRPUSD_5107_BEARISH_5089_5093,2.1514,2.097,0.0544,2.5868,2.1106,2.1514,2.0958,0.0408,0.0148,0.7,0.3621,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9771,0.0072,1.9842,TP_HIT,0.3621,5,TP_HIT,ACTIVE,UNAMBIGUOUS
264,2024-12-31T00:00:00+00:00,2024-12-31T08:00:00+00:00,XRPUSD,LONG,XRPUSD_5112_BULLISH_5103_5107,2.0354,1.9967,0.0387,1.9065,2.0257,1.9967,2.0399,0.029,0.0142,0.7,0.4885,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9842,0.0097,1.9939,TP_HIT,0.4885,8,TP_HIT,ACTIVE,UNAMBIGUOUS
265,2024-12-31T22:00:00+00:00,2025-01-01T09:00:00+00:00,ETHUSD,LONG,ETHUSD_5134_BULLISH_5113_5125,3343.55,3314.0,29.55,0.8851,3336.1625,3314.0,3359.5156,22.1625,23.3531,0.7,1.0537,52,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.9939,-0.0199,1.974,SL_HIT,-1.0,11,SL_HIT,ACTIVE,UNAMBIGUOUS
266,2025-01-01T12:00:00+00:00,2025-01-01T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_5148_BEARISH_5136_5146,94449.0,93460.0,989.0,1.0545,93707.25,94449.0,93051.2992,741.75,655.9508,0.7,0.8843,44,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.974,-0.0197,1.9543,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
267,2025-01-04T04:00:00+00:00,2025-01-04T15:00:00+00:00,XRPUSD,LONG,XRPUSD_5212_BULLISH_5208_5210,2.4659,2.4273,0.0386,1.5752,2.4562,2.4273,2.4734,0.029,0.0172,0.7,0.5939,29,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.9543,-0.0195,1.9347,SL_HIT,-1.0,11,SL_HIT,ACTIVE,UNAMBIGUOUS
268,2025-01-05T01:00:00+00:00,2025-01-05T14:00:00+00:00,BTCUSD,LONG,BTCUSD_5233_BULLISH_5223_5228,98120.0,97477.5,642.5,0.655,97959.375,97477.5,98645.0906,481.875,685.7156,0.7,1.423,71,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.9347,-0.0193,1.9154,SL_HIT,-1.0,13,SL_HIT,ACTIVE,UNAMBIGUOUS
269,2025-01-06T01:00:00+00:00,2025-01-06T02:00:00+00:00,XRPUSD,SHORT,XRPUSD_5257_BEARISH_5229_5232,2.4419,2.4188,0.0231,0.955,2.4246,2.4419,2.4076,0.0173,0.017,0.7,0.9796,48,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.9154,-0.0192,1.8962,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
270,2025-01-06T07:00:00+00:00,2025-01-06T14:00:00+00:00,ETHUSD,LONG,ETHUSD_5263_BULLISH_5257_5258,3654.95,3609.05,45.9,1.2578,3643.475,3609.05,3668.9793,34.425,25.5043,0.7,0.7409,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8962,0.014,1.9103,TP_HIT,0.7409,7,TP_HIT,ACTIVE,UNAMBIGUOUS
271,2025-01-06T20:00:00+00:00,2025-01-07T00:00:00+00:00,BTCUSD,SHORT,BTCUSD_5276_BEARISH_4834_4843,102587.5,101712.5,875.0,0.8572,101931.25,102587.5,101217.7312,656.25,713.5188,0.7,1.0873,54,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.9103,-0.0191,1.8912,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
272,2025-01-07T05:00:00+00:00,2025-01-07T06:00:00+00:00,XRPUSD,SHORT,XRPUSD_5285_BEARISH_5275_5280,2.4338,2.4201,0.0137,0.5636,2.4235,2.4338,2.4066,0.0103,0.017,0.7,1.6511,82,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8912,-0.0189,1.8723,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
273,2025-01-07T11:00:00+00:00,2025-01-07T14:00:00+00:00,ETHUSD,LONG,ETHUSD_5291_BULLISH_5269_5271,3652.0,3622.9,29.1,0.7998,3644.725,3622.9,3670.2381,21.825,25.5131,0.7,1.169,58,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8723,-0.0187,1.8535,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
274,2025-01-07T15:00:00+00:00,2025-01-07T17:00:00+00:00,BTCUSD,LONG,BTCUSD_5295_BULLISH_5246_5254,97933.0,97029.0,904.0,0.9233,97707.0,97029.0,98390.949,678.0,683.949,0.7,1.0088,50,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8535,-0.0185,1.835,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
275,2025-01-08T22:00:00+00:00,2025-01-09T02:00:00+00:00,BTCUSD,SHORT,BTCUSD_5326_BEARISH_5318_5321,95845.0,94854.0,991.0,1.0404,95101.75,95845.0,94436.0378,743.25,665.7122,0.7,0.8957,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.835,0.0164,1.8514,TP_HIT,0.8957,4,TP_HIT,ACTIVE,UNAMBIGUOUS
276,2025-01-09T07:00:00+00:00,2025-01-09T13:00:00+00:00,XRPUSD,LONG,XRPUSD_5335_BULLISH_5320_5326,2.3148,2.2732,0.0416,1.8004,2.3044,2.2732,2.3205,0.0312,0.0161,0.7,0.517,25,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8514,-0.0185,1.8329,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
277,2025-01-10T06:00:00+00:00,2025-01-10T07:00:00+00:00,SOLUSD,SHORT,SOLUSD_5358_BEARISH_5344_5348,192.68,190.539,2.141,1.1212,191.0743,192.68,189.7367,1.6058,1.3375,0.7,0.833,41,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8329,-0.0183,1.8146,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
278,2025-01-10T10:00:00+00:00,2025-01-10T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_5362_BEARISH_5329_5341,95359.0,94930.5,428.5,0.4503,95037.625,95359.0,94372.3616,321.375,665.2634,0.7,2.0701,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8146,0.0376,1.8522,TP_HIT,2.0701,3,TP_HIT,ACTIVE,UNAMBIGUOUS
279,2025-01-12T00:00:00+00:00,2025-01-12T09:00:00+00:00,BTCUSD,LONG,BTCUSD_5400_BULLISH_5393_5397,94415.0,93945.0,470.0,0.4978,94297.5,93945.0,94957.5825,352.5,660.0825,0.7,1.8726,93,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8522,-0.0185,1.8336,SL_HIT,-1.0,9,SL_HIT,ACTIVE,UNAMBIGUOUS
280,2025-01-12T17:00:00+00:00,2025-01-12T21:00:00+00:00,XRPUSD,SHORT,XRPUSD_5417_BEARISH_5405_5409,2.5555,2.5372,0.0183,0.7203,2.5418,2.5555,2.524,0.0137,0.0178,0.7,1.2964,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8336,0.0238,1.8574,TP_HIT,1.2964,4,TP_HIT,ACTIVE,UNAMBIGUOUS
281,2025-01-12T22:00:00+00:00,2025-01-13T00:00:00+00:00,BTCUSD,LONG,BTCUSD_5422_BULLISH_5409_5414,94199.5,93661.0,538.5,0.5734,94064.875,93661.0,94723.3291,403.875,658.4541,0.7,1.6303,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8574,0.0303,1.8877,TP_HIT,1.6303,2,TP_HIT,ACTIVE,UNAMBIGUOUS
282,2025-01-13T01:00:00+00:00,2025-01-13T05:00:00+00:00,ETHUSD,LONG,ETHUSD_5425_BULLISH_5422_5424,3267.3,3232.85,34.45,1.0567,3258.6875,3232.85,3281.4983,25.8375,22.8108,0.7,0.8829,44,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8877,-0.0189,1.8688,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
283,2025-01-13T06:00:00+00:00,2025-01-13T11:00:00+00:00,ETHUSD,LONG,ETHUSD_5430_BULLISH_4859_4867,3217.05,3101.55,115.5,3.6207,3188.175,3101.55,3210.4922,86.625,22.3172,0.7,0.2576,12,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8688,-0.0187,1.8501,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
284,2025-01-13T21:00:00+00:00,2025-01-14T01:00:00+00:00,BTCUSD,SHORT,BTCUSD_5445_BEARISH_5428_5430,94878.0,94145.5,732.5,0.778,94328.625,94878.0,93668.3246,549.375,660.3004,0.7,1.2019,60,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8501,-0.0185,1.8316,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
285,2025-01-14T07:00:00+00:00,2025-01-14T08:00:00+00:00,BTCUSD,SHORT,BTCUSD_5455_BEARISH_5370_5435,95749.0,94532.5,1216.5,1.2829,94836.625,95749.0,94172.7686,912.375,663.8564,0.7,0.7276,36,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8316,-0.0183,1.8133,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
286,2025-01-14T22:00:00+00:00,2025-01-15T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_5470_BEARISH_5424_5427,191.906,188.22,3.686,1.9529,189.1415,191.906,187.8175,2.7645,1.324,0.7,0.4789,23,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8133,-0.0181,1.7952,SL_HIT,-1.0,15,SL_HIT,ACTIVE,UNAMBIGUOUS
287,2025-01-18T23:00:00+00:00,2025-01-19T04:00:00+00:00,XRPUSD,SHORT,XRPUSD_5567_BEARISH_5543_5549,3.3171,3.2523,0.0648,1.9827,3.2685,3.3171,3.2456,0.0486,0.0229,0.7,0.4708,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7952,0.0085,1.8036,TP_HIT,0.4708,5,TP_HIT,ACTIVE,UNAMBIGUOUS
288,2025-01-19T04:00:00+00:00,2025-01-19T08:00:00+00:00,ETHUSD,LONG,ETHUSD_5572_BULLISH_5562_5569,3283.6,3248.35,35.25,1.0736,3274.7875,3248.35,3297.711,26.4375,22.9235,0.7,0.8671,43,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.8036,-0.018,1.7856,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
289,2025-01-19T21:00:00+00:00,2025-01-19T22:00:00+00:00,BTCUSD,LONG,BTCUSD_5589_BULLISH_5561_5572,104188.0,103209.0,979.0,0.9442,103943.25,103209.0,104670.8527,734.25,727.6027,0.7,0.9909,49,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.7856,-0.0179,1.7677,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
290,2025-01-22T15:00:00+00:00,2025-01-22T18:00:00+00:00,XRPUSD,LONG,XRPUSD_5655_BULLISH_5648_5651,3.1735,3.1411,0.0324,1.025,3.1654,3.1411,3.1876,0.0243,0.0222,0.7,0.9118,45,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.7677,-0.0177,1.75,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
291,2025-01-22T22:00:00+00:00,2025-01-23T01:00:00+00:00,SOLUSD,LONG,SOLUSD_5662_BULLISH_5658_5659,260.09,253.219,6.871,2.6423,258.3723,253.219,260.1809,5.1533,1.8086,0.7,0.351,17,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.75,-0.0175,1.7325,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
292,2025-01-23T08:00:00+00:00,2025-01-23T14:00:00+00:00,BTCUSD,LONG,BTCUSD_5672_BULLISH_5622_5627,102181.5,101112.0,1069.5,1.0467,101914.125,101112.0,102627.5239,802.125,713.3989,0.7,0.8894,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7325,0.0154,1.748,TP_HIT,0.8894,6,TP_HIT,ACTIVE,UNAMBIGUOUS
293,2025-01-24T20:00:00+00:00,2025-01-26T23:00:00+00:00,XRPUSD,LONG,XRPUSD_5708_BULLISH_5691_5698,3.1314,3.0525,0.0789,2.5425,3.1117,3.0525,3.1335,0.0592,0.0218,0.7,0.3681,18,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.748,-0.0175,1.7305,SL_HIT,-1.0,51,SL_HIT,ACTIVE,UNAMBIGUOUS
294,2025-01-28T12:00:00+00:00,2025-01-28T16:00:00+00:00,SOLUSD,LONG,SOLUSD_5796_BULLISH_5781_5788,237.72,232.619,5.101,2.1603,236.4447,232.619,238.0999,3.8257,1.6551,0.7,0.4326,21,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.7305,-0.0173,1.7132,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
295,2025-01-28T20:00:00+00:00,2025-01-28T21:00:00+00:00,XRPUSD,LONG,XRPUSD_5804_BULLISH_5793_5796,3.1101,3.0708,0.0393,1.2771,3.1003,3.0708,3.122,0.0295,0.0217,0.7,0.7363,36,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.7132,-0.0171,1.696,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
296,2025-01-29T06:00:00+00:00,2025-01-29T19:00:00+00:00,BTCUSD,SHORT,BTCUSD_5814_BEARISH_5799_5804,103797.0,102450.5,1346.5,1.3103,102787.125,103797.0,102067.6151,1009.875,719.5099,0.7,0.7125,35,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.696,-0.017,1.6791,SL_HIT,-1.0,13,SL_HIT,ACTIVE,UNAMBIGUOUS
297,2025-01-30T08:00:00+00:00,2025-01-30T15:00:00+00:00,SOLUSD,SHORT,SOLUSD_5840_BEARISH_5789_5802,243.76,239.494,4.266,1.7811,240.5605,243.76,238.8766,3.1995,1.6839,0.7,0.5263,26,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.6791,-0.0168,1.6623,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
298,2025-01-30T17:00:00+00:00,2025-01-30T18:00:00+00:00,BTCUSD,LONG,BTCUSD_5849_BULLISH_5839_5846,105308.0,104760.5,547.5,0.5202,105171.125,104760.5,105907.3229,410.625,736.1979,0.7,1.7929,89,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.6623,-0.0166,1.6457,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
299,2025-01-30T20:00:00+00:00,2025-01-31T00:00:00+00:00,SOLUSD,LONG,SOLUSD_5852_BULLISH_5839_5846,239.621,237.088,2.533,1.062,238.9878,237.088,240.6607,1.8998,1.6729,0.7,0.8806,44,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.6457,-0.0165,1.6292,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
300,2025-01-31T06:00:00+00:00,2025-01-31T11:00:00+00:00,ETHUSD,SHORT,ETHUSD_5862_BEARISH_5858_5860,3278.65,3245.65,33.0,1.0118,3253.9,3278.65,3231.1227,24.75,22.7773,0.7,0.9203,46,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.6292,-0.0163,1.6129,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
301,2025-01-31T11:00:00+00:00,2025-01-31T12:00:00+00:00,ETHUSD,SHORT,ETHUSD_5867_BEARISH_5753_5758,3343.6,3313.8,29.8,0.8938,3321.25,3343.6,3298.0012,22.35,23.2488,0.7,1.0402,52,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.6129,-0.0161,1.5968,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
302,2025-01-31T18:00:00+00:00,2025-02-01T10:00:00+00:00,SOLUSD,LONG,SOLUSD_5874_BULLISH_5832_5835,231.34,226.74,4.6,1.998,230.19,226.74,231.8013,3.45,1.6113,0.7,0.4671,23,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5968,-0.016,1.5808,SL_HIT,-1.0,16,SL_HIT,ACTIVE,UNAMBIGUOUS
303,2025-02-02T09:00:00+00:00,2025-02-02T11:00:00+00:00,BTCUSD,LONG,BTCUSD_5913_BULLISH_5778_5786,99731.5,98818.0,913.5,0.9168,99503.125,98818.0,100199.6469,685.125,696.5219,0.7,1.0166,50,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5808,-0.0158,1.565,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
304,2025-02-03T12:00:00+00:00,2025-02-03T15:00:00+00:00,SOLUSD,LONG,SOLUSD_5940_BULLISH_5933_5938,197.31,189.6,7.71,3.9535,195.3825,189.6,196.7502,5.7825,1.3677,0.7,0.2365,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.565,0.0037,1.5687,TP_HIT,0.2365,3,TP_HIT,ACTIVE,UNAMBIGUOUS
305,2025-02-03T18:00:00+00:00,2025-02-03T21:00:00+00:00,SOLUSD,SHORT,SOLUSD_5946_BEARISH_5912_5920,215.635,210.736,4.899,2.3175,211.9607,215.635,210.477,3.6743,1.4837,0.7,0.4038,20,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5687,-0.0157,1.553,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
306,2025-02-05T05:00:00+00:00,2025-02-06T05:00:00+00:00,ETHUSD,SHORT,ETHUSD_5981_BEARISH_5966_5973,2844.65,2774.0,70.65,2.5384,2791.6625,2844.65,2772.1209,52.9875,19.5416,0.7,0.3688,18,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.553,-0.0155,1.5375,SL_HIT,-1.0,24,SL_HIT,ACTIVE,UNAMBIGUOUS
307,2025-02-06T06:00:00+00:00,2025-02-06T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_6006_BEARISH_5990_5994,99123.0,98074.5,1048.5,1.0663,98336.625,99123.0,97648.2686,786.375,688.3564,0.7,0.8754,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5375,0.0135,1.551,TP_HIT,0.8754,9,TP_HIT,ACTIVE,UNAMBIGUOUS
308,2025-02-07T14:00:00+00:00,2025-02-07T15:00:00+00:00,SOLUSD,SHORT,SOLUSD_6038_BEARISH_6006_6015,203.83,201.3,2.53,1.2452,201.9325,203.83,200.519,1.8975,1.4135,0.7,0.7449,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.551,0.0116,1.5625,TP_HIT,0.7449,1,TP_HIT,ACTIVE,UNAMBIGUOUS
309,2025-02-07T16:00:00+00:00,2025-02-07T17:00:00+00:00,ETHUSD,LONG,ETHUSD_6040_BULLISH_6030_6034,2714.6,2666.7,47.9,1.7791,2702.625,2666.7,2721.5434,35.925,18.9184,0.7,0.5266,26,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5625,-0.0156,1.5469,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
310,2025-02-07T19:00:00+00:00,2025-02-07T20:00:00+00:00,BTCUSD,LONG,BTCUSD_6043_BULLISH_6030_6036,97328.0,96534.5,793.5,0.8194,97129.625,96534.5,97809.5324,595.125,679.9074,0.7,1.1425,57,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5469,-0.0155,1.5314,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
311,2025-02-09T11:00:00+00:00,2025-02-09T13:00:00+00:00,BTCUSD,LONG,BTCUSD_6083_BULLISH_6069_6073,96573.5,96310.5,263.0,0.2725,96507.75,96310.5,97183.3042,197.25,675.5542,0.7,3.4249,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.5314,-0.0153,1.5161,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
