trade_number,timestamp,exit_timestamp,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_percent,tp_regime,entry_price,sl_price,tp_price,risk_distance,reward_distance,planned_rr,outcome,realized_R,starting_capital_10pct,risk_amount_10pct,pnl_dollar_10pct,ending_capital_10pct,starting_capital_1pct,risk_amount_1pct,pnl_dollar_1pct,ending_capital_1pct,holding_time_hours,exit_reason,ambiguity_status
550,2025-07-13T13:00:00+00:00,2025-07-13T14:00:00+00:00,SOLUSD,SHORT,SOLUSD_9781_BEARISH_9751_9755,163.7845,162.7,1.0845,0.6659,REGIME_B_GT_06,162.9711,163.7845,162.1577,0.8134,0.8134,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0262,0.0203,-0.0203,2.006,1,SL_HIT,UNAMBIGUOUS
551,2025-07-14T01:00:00+00:00,2025-07-14T02:00:00+00:00,XRPUSD,SHORT,XRPUSD_9793_BEARISH_9786_9789,2.8826,2.8494,0.0332,1.1626,REGIME_B_GT_06,2.8577,2.8826,2.8328,0.0249,0.0249,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.006,0.0201,-0.0201,1.9859,1,SL_HIT,UNAMBIGUOUS
552,2025-07-15T14:00:00+00:00,2025-07-15T16:00:00+00:00,BTCUSD,LONG,BTCUSD_9830_BULLISH_9720_9725,116063.0,115207.5,855.5,0.7376,REGIME_B_GT_06,115849.125,115207.5,116490.75,641.625,641.625,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.9859,0.0199,0.0199,2.0058,2,TP_HIT,UNAMBIGUOUS
553,2025-07-16T11:00:00+00:00,2025-07-16T15:00:00+00:00,SOLUSD,SHORT,SOLUSD_9851_BEARISH_9805_9807,168.535,166.173,2.362,1.4168,REGIME_B_GT_06,166.7635,168.535,164.992,1.7715,1.7715,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0058,0.0201,-0.0201,1.9857,4,SL_HIT,UNAMBIGUOUS
554,2025-07-19T12:00:00+00:00,2025-07-19T14:00:00+00:00,BTCUSD,LONG,BTCUSD_9924_BULLISH_9920_9922,118251.5,117917.5,334.0,0.2825,REGIME_A_LE_06,118251.5,117917.5,118824.0714,334.0,572.5714,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9857,0.0199,-0.0199,1.9659,2,SL_HIT,UNAMBIGUOUS
555,2025-07-19T15:00:00+00:00,2025-07-19T16:00:00+00:00,SOLUSD,SHORT,SOLUSD_9927_BEARISH_9925_9926,177.886,176.951,0.935,0.5271,REGIME_A_LE_06,176.951,177.886,175.3481,0.935,1.6029,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9659,0.0197,-0.0197,1.9462,1,SL_HIT,UNAMBIGUOUS
556,2025-07-20T02:00:00+00:00,2025-07-20T09:00:00+00:00,SOLUSD,LONG,SOLUSD_9938_BULLISH_9926_9937,177.906,174.815,3.091,1.7409,REGIME_B_GT_06,177.1333,174.815,179.4515,2.3183,2.3183,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.9462,0.0195,0.0195,1.9657,7,TP_HIT,UNAMBIGUOUS
557,2025-07-21T06:00:00+00:00,2025-07-21T07:00:00+00:00,BTCUSD,SHORT,BTCUSD_9966_BEARISH_9900_9902,119532.0,119138.5,393.5,0.3302,REGIME_A_LE_06,119138.5,119532.0,118463.9286,393.5,674.5714,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9657,0.0197,-0.0197,1.946,1,SL_HIT,UNAMBIGUOUS
558,2025-07-21T18:00:00+00:00,2025-07-22T01:00:00+00:00,ETHUSD,LONG,ETHUSD_9978_BULLISH_9961_9974,3754.0,3701.0,53.0,1.4184,REGIME_B_GT_06,3740.75,3701.0,3780.5,39.75,39.75,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.946,0.0195,-0.0195,1.9266,7,SL_HIT,UNAMBIGUOUS
559,2025-07-22T04:00:00+00:00,2025-07-22T05:00:00+00:00,SOLUSD,LONG,SOLUSD_9988_BULLISH_9979_9985,195.62,193.082,2.538,1.3056,REGIME_B_GT_06,194.9855,193.082,196.889,1.9035,1.9035,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.9266,0.0193,0.0193,1.9458,1,TP_HIT,UNAMBIGUOUS
560,2025-07-22T17:00:00+00:00,2025-07-22T19:00:00+00:00,SOLUSD,SHORT,SOLUSD_10001_BEARISH_6210_6260,205.282,202.51,2.772,1.3657,REGIME_B_GT_06,203.203,205.282,201.124,2.079,2.079,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.9458,0.0195,0.0195,1.9653,2,TP_HIT,UNAMBIGUOUS
561,2025-07-23T06:00:00+00:00,2025-07-23T09:00:00+00:00,SOLUSD,LONG,SOLUSD_10014_BULLISH_10004_10007,201.44,198.447,2.993,1.4911,REGIME_B_GT_06,200.6918,198.447,202.9365,2.2448,2.2448,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9653,0.0197,-0.0197,1.9456,3,SL_HIT,UNAMBIGUOUS
562,2025-07-24T04:00:00+00:00,2025-07-24T07:00:00+00:00,BTCUSD,LONG,BTCUSD_10036_BULLISH_10025_10031,118097.0,117286.5,810.5,0.6873,REGIME_B_GT_06,117894.375,117286.5,118502.25,607.875,607.875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9456,0.0195,-0.0195,1.9262,3,SL_HIT,UNAMBIGUOUS
563,2025-07-25T00:00:00+00:00,2025-07-25T03:00:00+00:00,XRPUSD,LONG,XRPUSD_10056_BULLISH_10040_10046,3.1099,3.0558,0.0541,1.7411,REGIME_B_GT_06,3.0964,3.0558,3.137,0.0406,0.0406,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9262,0.0193,-0.0193,1.9069,3,SL_HIT,UNAMBIGUOUS
564,2025-07-25T09:00:00+00:00,2025-07-25T13:00:00+00:00,ETHUSD,SHORT,ETHUSD_10065_BEARISH_10051_10056,3754.45,3719.55,34.9,0.9365,REGIME_B_GT_06,3728.275,3754.45,3702.1,26.175,26.175,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.9069,0.0191,0.0191,1.926,4,TP_HIT,UNAMBIGUOUS
565,2025-07-25T21:00:00+00:00,2025-07-26T02:00:00+00:00,XRPUSD,SHORT,XRPUSD_10077_BEARISH_10067_10070,3.1526,3.1257,0.0269,0.857,REGIME_B_GT_06,3.1324,3.1526,3.1122,0.0202,0.0202,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.926,0.0193,-0.0193,1.9067,5,SL_HIT,UNAMBIGUOUS
566,2025-07-26T21:00:00+00:00,2025-07-26T22:00:00+00:00,ETHUSD,SHORT,ETHUSD_10101_BEARISH_10090_10094,3783.2,3751.9,31.3,0.8329,REGIME_B_GT_06,3759.725,3783.2,3736.25,23.475,23.475,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9067,0.0191,-0.0191,1.8876,1,SL_HIT,UNAMBIGUOUS
567,2025-07-27T08:00:00+00:00,2025-07-27T10:00:00+00:00,BTCUSD,LONG,BTCUSD_10112_BULLISH_10104_10106,117955.0,117812.5,142.5,0.1208,REGIME_A_LE_06,117955.0,117812.5,118199.2857,142.5,244.2857,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,1.8876,0.0189,0.0324,1.92,2,TP_HIT,UNAMBIGUOUS
568,2025-07-27T20:00:00+00:00,2025-07-27T22:00:00+00:00,ETHUSD,LONG,ETHUSD_10124_BULLISH_10118_10122,3823.05,3791.8,31.25,0.8176,REGIME_B_GT_06,3815.2375,3791.8,3838.675,23.4375,23.4375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.92,0.0192,0.0192,1.9392,2,TP_HIT,UNAMBIGUOUS
569,2025-07-28T13:00:00+00:00,2025-07-28T14:00:00+00:00,XRPUSD,LONG,XRPUSD_10141_BULLISH_10116_10126,3.1967,3.1608,0.0359,1.1253,REGIME_B_GT_06,3.1877,3.1608,3.2146,0.0269,0.0269,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9392,0.0194,-0.0194,1.9198,1,SL_HIT,UNAMBIGUOUS
570,2025-07-28T14:00:00+00:00,2025-07-28T15:00:00+00:00,BTCUSD,LONG,BTCUSD_10142_BULLISH_10113_10119,117991.0,117836.5,154.5,0.131,REGIME_A_LE_06,117991.0,117836.5,118255.8571,154.5,264.8571,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,1.9198,0.0192,0.0329,1.9527,1,TP_HIT,UNAMBIGUOUS
571,2025-07-28T16:00:00+00:00,2025-07-28T17:00:00+00:00,SOLUSD,LONG,SOLUSD_10144_BULLISH_10121_10130,188.317,185.904,2.413,1.2928,REGIME_B_GT_06,187.7138,185.904,189.5235,1.8098,1.8098,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9527,0.0195,-0.0195,1.9332,1,SL_HIT,UNAMBIGUOUS
572,2025-07-29T15:00:00+00:00,2025-07-29T16:00:00+00:00,ETHUSD,LONG,ETHUSD_10167_BULLISH_10154_10158,3772.75,3728.85,43.9,1.1676,REGIME_B_GT_06,3761.775,3728.85,3794.7,32.925,32.925,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9332,0.0193,-0.0193,1.9139,1,SL_HIT,UNAMBIGUOUS
573,2025-07-29T16:00:00+00:00,2025-07-30T01:00:00+00:00,ETHUSD,LONG,ETHUSD_10168_BULLISH_10098_10106,3755.8,3706.55,49.25,1.3133,REGIME_B_GT_06,3743.4875,3706.55,3780.425,36.9375,36.9375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.9139,0.0191,0.0191,1.933,9,TP_HIT,UNAMBIGUOUS
574,2025-07-30T11:00:00+00:00,2025-07-30T14:00:00+00:00,BTCUSD,LONG,BTCUSD_10187_BULLISH_10172_10179,117853.0,117055.5,797.5,0.6785,REGIME_B_GT_06,117653.625,117055.5,118251.75,598.125,598.125,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.933,0.0193,0.0193,1.9523,3,TP_HIT,UNAMBIGUOUS
575,2025-07-30T14:00:00+00:00,2025-07-30T15:00:00+00:00,XRPUSD,SHORT,XRPUSD_10190_BEARISH_10179_10186,3.149,3.1286,0.0204,0.6481,REGIME_B_GT_06,3.1337,3.149,3.1184,0.0153,0.0153,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9523,0.0195,-0.0195,1.9328,1,SL_HIT,UNAMBIGUOUS
576,2025-07-30T15:00:00+00:00,2025-07-30T18:00:00+00:00,BTCUSD,LONG,BTCUSD_10191_BULLISH_10187_10190,118163.5,117305.0,858.5,0.7278,REGIME_B_GT_06,117948.875,117305.0,118592.75,643.875,643.875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9328,0.0193,-0.0193,1.9135,3,SL_HIT,UNAMBIGUOUS
577,2025-07-30T20:00:00+00:00,2025-07-31T00:00:00+00:00,ETHUSD,SHORT,ETHUSD_10196_BEARISH_10190_10194,3832.0,3762.85,69.15,1.8344,REGIME_B_GT_06,3780.1375,3832.0,3728.275,51.8625,51.8625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.9135,0.0191,-0.0191,1.8943,4,SL_HIT,UNAMBIGUOUS
578,2025-07-31T00:00:00+00:00,2025-07-31T07:00:00+00:00,BTCUSD,SHORT,BTCUSD_10200_BEARISH_10191_10194,118778.0,117793.0,985.0,0.8321,REGIME_B_GT_06,118039.25,118778.0,117300.5,738.75,738.75,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8943,0.0189,-0.0189,1.8754,7,SL_HIT,UNAMBIGUOUS
579,2025-07-31T14:00:00+00:00,2025-07-31T16:00:00+00:00,SOLUSD,LONG,SOLUSD_10214_BULLISH_10197_10204,176.599,174.713,1.886,1.074,REGIME_B_GT_06,176.1275,174.713,177.542,1.4145,1.4145,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8754,0.0188,0.0188,1.8942,2,TP_HIT,UNAMBIGUOUS
580,2025-07-31T18:00:00+00:00,2025-07-31T19:00:00+00:00,ETHUSD,LONG,ETHUSD_10218_BULLISH_10197_10200,3774.4,3741.3,33.1,0.877,REGIME_B_GT_06,3766.125,3741.3,3790.95,24.825,24.825,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8942,0.0189,-0.0189,1.8752,1,SL_HIT,UNAMBIGUOUS
581,2025-08-03T10:00:00+00:00,2025-08-03T11:00:00+00:00,BTCUSD,SHORT,BTCUSD_10282_BEARISH_10252_10263,114011.5,113777.0,234.5,0.206,REGIME_A_LE_06,113777.0,114011.5,113375.0,234.5,402.0,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8752,0.0188,-0.0188,1.8565,1,SL_HIT,UNAMBIGUOUS
582,2025-08-03T12:00:00+00:00,2025-08-04T00:00:00+00:00,ETHUSD,SHORT,ETHUSD_10284_BEARISH_10256_10265,3523.8,3486.65,37.15,1.0649,REGIME_B_GT_06,3495.9375,3523.8,3468.075,27.8625,27.8625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8565,0.0186,-0.0186,1.8379,12,SL_HIT,UNAMBIGUOUS
583,2025-08-04T02:00:00+00:00,2025-08-04T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_10298_BEARISH_10259_10263,165.064,162.173,2.891,1.7606,REGIME_B_GT_06,162.8957,165.064,160.7275,2.1683,2.1683,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8379,0.0184,-0.0184,1.8195,11,SL_HIT,UNAMBIGUOUS
584,2025-08-05T03:00:00+00:00,2025-08-05T04:00:00+00:00,BTCUSD,LONG,BTCUSD_10323_BULLISH_10307_10309,114489.0,114177.0,312.0,0.2731,REGIME_A_LE_06,114489.0,114177.0,115023.8571,312.0,534.8571,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8195,0.0182,-0.0182,1.8013,1,SL_HIT,UNAMBIGUOUS
585,2025-08-05T07:00:00+00:00,2025-08-05T10:00:00+00:00,BTCUSD,LONG,BTCUSD_10327_BULLISH_10286_10290,114029.5,113543.5,486.0,0.4266,REGIME_A_LE_06,114029.5,113543.5,114862.6429,486.0,833.1429,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,1.8013,0.018,0.0309,1.8322,3,TP_HIT,UNAMBIGUOUS
586,2025-08-05T12:00:00+00:00,2025-08-05T14:00:00+00:00,SOLUSD,LONG,SOLUSD_10332_BULLISH_10328_10330,167.194,165.593,1.601,0.9578,REGIME_B_GT_06,166.7937,165.593,167.9945,1.2007,1.2007,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8322,0.0183,-0.0183,1.8139,2,SL_HIT,UNAMBIGUOUS
587,2025-08-05T21:00:00+00:00,2025-08-05T22:00:00+00:00,SOLUSD,LONG,SOLUSD_10341_BULLISH_10302_10309,162.4,161.202,1.198,0.738,REGIME_B_GT_06,162.1005,161.202,162.999,0.8985,0.8985,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8139,0.0181,0.0181,1.832,1,TP_HIT,UNAMBIGUOUS
588,2025-08-06T12:00:00+00:00,2025-08-06T14:00:00+00:00,ETHUSD,LONG,ETHUSD_10356_BULLISH_10345_10349,3593.8,3563.05,30.75,0.8581,REGIME_B_GT_06,3586.1125,3563.05,3609.175,23.0625,23.0625,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.832,0.0183,0.0183,1.8503,2,TP_HIT,UNAMBIGUOUS
589,2025-08-08T05:00:00+00:00,2025-08-08T15:00:00+00:00,BTCUSD,LONG,BTCUSD_10397_BULLISH_10380_10387,116559.0,115980.5,578.5,0.4966,REGIME_A_LE_06,116559.0,115980.5,117550.7143,578.5,991.7143,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8503,0.0185,-0.0185,1.8318,10,SL_HIT,UNAMBIGUOUS
590,2025-08-10T04:00:00+00:00,2025-08-10T07:00:00+00:00,XRPUSD,SHORT,XRPUSD_10444_BEARISH_10433_10438,3.2972,3.2661,0.0311,0.9503,REGIME_B_GT_06,3.2739,3.2972,3.2505,0.0233,0.0233,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8318,0.0183,0.0183,1.8502,3,TP_HIT,UNAMBIGUOUS
591,2025-08-10T07:00:00+00:00,2025-08-10T17:00:00+00:00,ETHUSD,LONG,ETHUSD_10447_BULLISH_10430_10435,4198.05,4153.65,44.4,1.0609,REGIME_B_GT_06,4186.95,4153.65,4220.25,33.3,33.3,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8502,0.0185,0.0185,1.8687,10,TP_HIT,UNAMBIGUOUS
592,2025-08-11T02:00:00+00:00,2025-08-11T05:00:00+00:00,XRPUSD,SHORT,XRPUSD_10466_BEARISH_10444_10447,3.2779,3.2494,0.0285,0.8734,REGIME_B_GT_06,3.2565,3.2779,3.2351,0.0214,0.0214,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8687,0.0187,-0.0187,1.85,3,SL_HIT,UNAMBIGUOUS
593,2025-08-11T21:00:00+00:00,2025-08-12T13:00:00+00:00,BTCUSD,LONG,BTCUSD_10485_BULLISH_10460_10463,118748.5,118040.0,708.5,0.597,REGIME_A_LE_06,118748.5,118040.0,119963.0714,708.5,1214.5714,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,1.85,0.0185,0.0317,1.8817,16,TP_HIT,UNAMBIGUOUS
594,2025-08-13T10:00:00+00:00,2025-08-13T13:00:00+00:00,XRPUSD,SHORT,XRPUSD_10522_BEARISH_10473_10483,3.3204,3.2703,0.0501,1.522,REGIME_B_GT_06,3.2828,3.3204,3.2452,0.0376,0.0376,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8817,0.0188,-0.0188,1.8629,3,SL_HIT,UNAMBIGUOUS
595,2025-08-14T06:00:00+00:00,2025-08-14T08:00:00+00:00,XRPUSD,LONG,XRPUSD_10542_BULLISH_10527_10538,3.2688,3.226,0.0428,1.3102,REGIME_B_GT_06,3.2581,3.226,3.2902,0.0321,0.0321,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8629,0.0186,-0.0186,1.8442,2,SL_HIT,UNAMBIGUOUS
596,2025-08-16T21:00:00+00:00,2025-08-17T04:00:00+00:00,ETHUSD,LONG,ETHUSD_10605_BULLISH_10597_10604,4427.6,4382.95,44.65,1.0131,REGIME_B_GT_06,4416.4375,4382.95,4449.925,33.4875,33.4875,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8442,0.0184,0.0184,1.8627,7,TP_HIT,UNAMBIGUOUS
597,2025-08-17T23:00:00+00:00,2025-08-18T00:00:00+00:00,BTCUSD,LONG,BTCUSD_10631_BULLISH_10609_10612,117462.0,117133.0,329.0,0.2803,REGIME_A_LE_06,117462.0,117133.0,118026.0,329.0,564.0,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8627,0.0186,-0.0186,1.8441,1,SL_HIT,UNAMBIGUOUS
598,2025-08-18T13:00:00+00:00,2025-08-18T17:00:00+00:00,XRPUSD,LONG,XRPUSD_10645_BULLISH_10349_10358,2.9672,2.905,0.0622,2.0974,REGIME_B_GT_06,2.9516,2.905,2.9983,0.0467,0.0467,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8441,0.0184,0.0184,1.8625,4,TP_HIT,UNAMBIGUOUS
599,2025-08-19T11:00:00+00:00,2025-08-19T14:00:00+00:00,SOLUSD,SHORT,SOLUSD_10667_BEARISH_10657_10659,185.82,182.566,3.254,1.7819,REGIME_B_GT_06,183.3795,185.82,180.939,2.4405,2.4405,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8625,0.0186,0.0186,1.8811,3,TP_HIT,UNAMBIGUOUS
600,2025-08-20T00:00:00+00:00,2025-08-20T01:00:00+00:00,BTCUSD,LONG,BTCUSD_10680_BULLISH_10335_10378,113203.5,112640.0,563.5,0.4979,REGIME_A_LE_06,113203.5,112640.0,114169.5,563.5,966.0,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8811,0.0188,-0.0188,1.8623,1,SL_HIT,UNAMBIGUOUS
601,2025-08-20T02:00:00+00:00,2025-08-20T14:00:00+00:00,SOLUSD,SHORT,SOLUSD_10682_BEARISH_10669_10672,183.411,180.606,2.805,1.5519,REGIME_B_GT_06,181.3073,183.411,179.2035,2.1037,2.1037,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8623,0.0186,0.0186,1.8809,12,TP_HIT,UNAMBIGUOUS
602,2025-08-20T14:00:00+00:00,2025-08-20T15:00:00+00:00,XRPUSD,SHORT,XRPUSD_10694_BEARISH_10688_10693,2.913,2.8623,0.0507,1.7558,REGIME_B_GT_06,2.875,2.913,2.837,0.038,0.038,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8809,0.0188,-0.0188,1.8621,1,SL_HIT,UNAMBIGUOUS
603,2025-08-20T16:00:00+00:00,2025-08-20T17:00:00+00:00,ETHUSD,SHORT,ETHUSD_10696_BEARISH_10669_10670,4340.0,4263.5,76.5,1.7788,REGIME_B_GT_06,4282.625,4340.0,4225.25,57.375,57.375,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8621,0.0186,-0.0186,1.8435,1,SL_HIT,UNAMBIGUOUS
604,2025-08-20T17:00:00+00:00,2025-08-20T18:00:00+00:00,ETHUSD,SHORT,ETHUSD_10697_BEARISH_10654_10659,4386.95,4338.45,48.5,1.1168,REGIME_B_GT_06,4350.575,4386.95,4314.2,36.375,36.375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8435,0.0184,0.0184,1.8619,1,TP_HIT,UNAMBIGUOUS
605,2025-08-20T18:00:00+00:00,2025-08-21T02:00:00+00:00,BTCUSD,LONG,BTCUSD_10698_BULLISH_10693_10697,113623.0,112547.0,1076.0,0.9485,REGIME_B_GT_06,113354.0,112547.0,114161.0,807.0,807.0,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.8619,0.0186,0.0186,1.8806,8,TP_HIT,UNAMBIGUOUS
606,2025-08-21T21:00:00+00:00,2025-08-22T03:00:00+00:00,XRPUSD,LONG,XRPUSD_10725_BULLISH_10693_10697,2.8916,2.8358,0.0558,1.9353,REGIME_B_GT_06,2.8777,2.8358,2.9195,0.0419,0.0419,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8806,0.0188,-0.0188,1.8618,6,SL_HIT,UNAMBIGUOUS
607,2025-08-22T14:00:00+00:00,2025-08-22T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_10742_BEARISH_10669_10670,115852.5,114833.0,1019.5,0.8819,REGIME_B_GT_06,115087.875,115852.5,114323.25,764.625,764.625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8618,0.0186,-0.0186,1.8431,1,SL_HIT,UNAMBIGUOUS
608,2025-08-22T15:00:00+00:00,2025-08-22T16:00:00+00:00,SOLUSD,SHORT,SOLUSD_10743_BEARISH_10624_10633,195.791,192.842,2.949,1.524,REGIME_B_GT_06,193.5793,195.791,191.3675,2.2117,2.2117,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8431,0.0184,-0.0184,1.8247,1,SL_HIT,UNAMBIGUOUS
609,2025-08-22T18:00:00+00:00,2025-08-22T19:00:00+00:00,XRPUSD,SHORT,XRPUSD_10746_BEARISH_10653_10658,3.0951,3.0682,0.0269,0.8737,REGIME_B_GT_06,3.0749,3.0951,3.0547,0.0202,0.0202,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8247,0.0182,-0.0182,1.8065,1,SL_HIT,UNAMBIGUOUS
610,2025-08-24T06:00:00+00:00,2025-08-24T11:00:00+00:00,ETHUSD,LONG,ETHUSD_10782_BULLISH_10767_10774,4768.7,4720.4,48.3,1.0146,REGIME_B_GT_06,4756.625,4720.4,4792.85,36.225,36.225,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8065,0.0181,-0.0181,1.7884,5,SL_HIT,UNAMBIGUOUS
611,2025-08-24T17:00:00+00:00,2025-08-24T18:00:00+00:00,XRPUSD,SHORT,XRPUSD_10793_BEARISH_10777_10787,3.0889,3.0467,0.0422,1.3832,REGIME_B_GT_06,3.0572,3.0889,3.0256,0.0317,0.0317,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.7884,0.0179,-0.0179,1.7705,1,SL_HIT,UNAMBIGUOUS
612,2025-08-25T02:00:00+00:00,2025-08-25T06:00:00+00:00,XRPUSD,SHORT,XRPUSD_10802_BEARISH_10793_10800,3.0649,3.0285,0.0364,1.1956,REGIME_B_GT_06,3.0376,3.0649,3.0103,0.0273,0.0273,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.7705,0.0177,0.0177,1.7882,4,TP_HIT,UNAMBIGUOUS
613,2025-08-25T06:00:00+00:00,2025-08-25T07:00:00+00:00,SOLUSD,LONG,SOLUSD_10806_BULLISH_10765_10778,202.593,200.69,1.903,0.942,REGIME_B_GT_06,202.1172,200.69,203.5445,1.4272,1.4272,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.7882,0.0179,-0.0179,1.7703,1,SL_HIT,AMBIGUOUS_RESOLVED_CONSERVATIVE
614,2025-08-26T16:00:00+00:00,2025-08-26T18:00:00+00:00,XRPUSD,SHORT,XRPUSD_10840_BEARISH_10815_10819,2.9735,2.9466,0.0269,0.9105,REGIME_B_GT_06,2.9533,2.9735,2.9331,0.0202,0.0202,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.7703,0.0177,-0.0177,1.7526,2,SL_HIT,UNAMBIGUOUS
615,2025-08-26T19:00:00+00:00,2025-08-27T01:00:00+00:00,SOLUSD,SHORT,SOLUSD_10843_BEARISH_10814_10819,199.451,196.837,2.614,1.3241,REGIME_B_GT_06,197.4905,199.451,195.53,1.9605,1.9605,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.7526,0.0175,0.0175,1.7702,6,TP_HIT,UNAMBIGUOUS
616,2025-08-27T04:00:00+00:00,2025-08-27T19:00:00+00:00,ETHUSD,SHORT,ETHUSD_10852_BEARISH_10814_10819,4683.8,4618.15,65.65,1.4186,REGIME_B_GT_06,4634.5625,4683.8,4585.325,49.2375,49.2375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.7702,0.0177,0.0177,1.7879,15,TP_HIT,UNAMBIGUOUS
617,2025-08-28T06:00:00+00:00,2025-08-28T15:00:00+00:00,ETHUSD,SHORT,ETHUSD_10878_BEARISH_10862_10869,4663.45,4581.85,81.6,1.7807,REGIME_B_GT_06,4602.25,4663.45,4541.05,61.2,61.2,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.7879,0.0179,0.0179,1.8057,9,TP_HIT,UNAMBIGUOUS
618,2025-08-29T02:00:00+00:00,2025-08-29T07:00:00+00:00,BTCUSD,LONG,BTCUSD_10898_BULLISH_10872_10876,111504.5,110822.0,682.5,0.6128,REGIME_B_GT_06,111333.875,110822.0,111845.75,511.875,511.875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.8057,0.0181,-0.0181,1.7877,5,SL_HIT,UNAMBIGUOUS
